depth	min	max	median	mean
151.5	7746	7929	7839	7838
152	7746	7930	7840	7839
152.5	7747	7930	7841	7840
153	7748	7931	7842	7841
153.5	7749	7932	7843	7842
154	7750	7933	7844	7843
154.5	7751	7934	7845	7844
155	7752	7935	7846	7845
155.5	7753	7936	7847	7846
156	7754	7937	7848	7847
156.5	7755	7939	7849	7848
157	7756	7940	7850	7849
157.5	7756	7941	7851	7849
158	7757	7942	7852	7850
158.5	7759	7943	7853	7851
159	7760	7943	7853	7852
159.5	7760	7944	7854	7853
160	7762	7945	7855	7854
160.5	7762	7946	7856	7855
161	7763	7947	7857	7856
161.5	7764	7947	7858	7857
162	7765	7948	7859	7858
162.5	7766	7950	7860	7859
163	7766	7951	7861	7859
163.5	7767	7952	7862	7860
164	7768	7953	7863	7861
164.5	7769	7954	7864	7862
165	7770	7954	7864	7863
165.5	7771	7955	7865	7864
166	7772	7955	7866	7865
166.5	7773	7956	7867	7866
167	7774	7957	7868	7867
167.5	7774	7958	7869	7868
168	7775	7960	7870	7869
168.5	7776	7960	7870	7870
169	7777	7961	7871	7871
169.5	7778	7962	7872	7871
170	7779	7963	7873	7872
170.5	7780	7964	7874	7873
171	7781	7965	7875	7874
171.5	7781	7966	7877	7875
172	7782	7967	7877	7876
172.5	7783	7968	7878	7877
173	7784	7969	7879	7878
173.5	7785	7970	7880	7879
174	7786	7971	7881	7880
174.5	7787	7972	7882	7881
175	7788	7973	7883	7882
175.5	7789	7974	7884	7883
176	7790	7975	7885	7884
176.5	7791	7976	7886	7885
177	7791	7977	7887	7886
177.5	7793	7978	7888	7887
178	7793	7980	7889	7888
178.5	7794	7981	7890	7889
179	7795	7982	7891	7890
179.5	7796	7983	7892	7891
180	7797	7984	7893	7892
180.5	7798	7985	7894	7893
181	7798	7986	7895	7894
181.5	7799	7988	7896	7895
182	7800	7989	7897	7896
182.5	7800	7990	7898	7897
183	7801	7992	7899	7898
183.5	7802	7993	7900	7899
184	7803	7994	7901	7900
184.5	7804	7995	7902	7901
185	7805	7996	7903	7902
185.5	7806	7997	7904	7903
186	7807	7998	7905	7904
186.5	7808	7999	7906	7905
187	7809	8000	7907	7906
187.5	7810	8001	7908	7907
188	7811	8002	7909	7908
188.5	7811	8003	7909	7909
189	7812	8004	7910	7910
189.5	7814	8005	7911	7911
190	7815	8006	7912	7912
190.5	7816	8008	7913	7913
191	7817	8009	7914	7914
191.5	7817	8010	7915	7915
192	7818	8011	7916	7916
192.5	7819	8012	7917	7917
193	7819	8013	7918	7918
193.5	7820	8014	7919	7919
194	7821	8015	7920	7920
194.5	7821	8016	7921	7921
195	7823	8018	7922	7922
195.5	7823	8018	7923	7923
196	7824	8020	7924	7924
196.5	7825	8021	7925	7925
197	7826	8022	7926	7926
197.5	7827	8023	7927	7926
198	7827	8024	7928	7927
198.5	7828	8025	7929	7928
199	7829	8026	7931	7930
199.5	7830	8027	7932	7931
200	7831	8028	7933	7932
200.5	7832	8029	7934	7933
201	7833	8031	7935	7934
