depth	min	max	median	mean
0	6410	6909	6674	6671
0.5	6419	6913	6679	6676
1	6427	6917	6684	6681
1.5	6435	6920	6688	6686
2	6441	6923	6693	6691
2.5	6447	6926	6698	6696
3	6454	6930	6703	6701
3.5	6461	6935	6709	6706
4	6467	6939	6714	6711
4.5	6471	6944	6719	6716
5	6477	6948	6725	6721
5.5	6485	6952	6729	6726
6	6491	6956	6734	6731
6.5	6497	6959	6738	6736
7	6505	6963	6743	6741
7.5	6510	6967	6748	6746
8	6518	6972	6753	6751
8.5	6523	6976	6758	6756
9	6528	6979	6763	6761
9.5	6533	6984	6768	6766
10	6537	6990	6773	6771
10.5	6545	6993	6778	6776
11	6556	6997	6783	6781
11.5	6562	7000	6788	6786
12	6571	7004	6793	6791
12.5	6578	7007	6798	6796
13	6583	7012	6803	6802
13.5	6588	7017	6808	6807
14	6593	7021	6813	6812
14.5	6599	7026	6818	6817
15	6603	7031	6823	6822
15.5	6611	7035	6827	6827
16	6620	7038	6832	6832
16.5	6628	7041	6837	6837
17	6638	7044	6843	6842
17.5	6647	7048	6847	6847
18	6654	7052	6852	6852
18.5	6661	7056	6857	6857
19	6666	7060	6862	6862
19.5	6671	7066	6867	6867
20	6677	7071	6871	6872
20.5	6681	7074	6877	6877
21	6686	7077	6882	6882
21.5	6691	7081	6887	6887
22	6696	7086	6892	6892
22.5	6700	7092	6897	6897
23	6704	7097	6902	6902
23.5	6708	7103	6907	6907
24	6712	7110	6911	6912
24.5	6716	7115	6916	6917
25	6720	7122	6921	6922
25.5	6725	7127	6926	6927
26	6731	7131	6931	6932
26.5	6735	7136	6936	6937
27	6741	7140	6941	6942
27.5	6746	7146	6946	6947
28	6751	7150	6952	6952
28.5	6755	7156	6956	6957
29	6760	7164	6961	6962
29.5	6763	7170	6966	6967
30	6767	7177	6971	6972
30.5	6773	7182	6976	6977
31	6777	7185	6980	6982
31.5	6783	7188	6985	6986
32	6787	7192	6990	6991
32.5	6792	7198	6995	6996
33	6797	7204	7000	7001
33.5	6800	7211	7005	7006
34	6804	7216	7010	7011
34.5	6806	7223	7015	7016
35	6812	7229	7020	7021
35.5	6816	7232	7025	7026
36	6822	7237	7030	7031
36.5	6826	7241	7035	7035
37	6831	7244	7040	7040
37.5	6835	7248	7045	7045
38	6840	7254	7050	7050
38.5	6844	7261	7055	7055
39	6848	7267	7059	7060
39.5	6851	7272	7064	7064
40	6854	7278	7069	7069
40.5	6860	7283	7074	7074
41	6865	7289	7079	7079
41.5	6870	7293	7084	7084
42	6875	7299	7089	7090
42.5	6879	7306	7094	7095
43	6883	7313	7099	7100
43.5	6887	7319	7104	7105
44	6891	7328	7109	7110
44.5	6894	7336	7114	7115
45	6899	7346	7119	7120
45.5	6903	7351	7124	7125
46	6907	7356	7129	7130
46.5	6911	7362	7134	7135
47	6915	7367	7139	7140
47.5	6920	7374	7144	7145
48	6924	7381	7149	7150
48.5	6928	7389	7153	7155
49	6930	7398	7158	7160
49.5	6933	7406	7163	7165
50	6936	7415	7168	7171
50.5	6941	7419	7173	7176
51	6946	7424	7178	7181
51.5	6951	7428	7183	7185
52	6954	7435	7188	7190
52.5	6957	7440	7193	7195
53	6960	7448	7198	7200
53.5	6964	7456	7203	7205
54	6968	7463	7208	7210
54.5	6972	7473	7213	7215
55	6976	7483	7217	7220
55.5	6981	7486	7222	7225
56	6985	7491	7227	7230
56.5	6990	7499	7232	7235
57	6993	7504	7236	7240
57.5	6997	7511	7241	7245
58	7000	7519	7245	7250
58.5	7005	7528	7250	7255
59	7009	7535	7255	7260
59.5	7013	7541	7260	7265
60	7017	7548	7264	7270
60.5	7021	7554	7269	7275
61	7025	7560	7274	7280
61.5	7029	7566	7279	7285
62	7033	7572	7284	7290
62.5	7038	7578	7288	7295
63	7041	7583	7293	7300
63.5	7046	7590	7299	7305
64	7048	7597	7303	7309
64.5	7053	7605	7308	7314
65	7056	7614	7312	7319
