depth	min	max	median	mean
15	7096	7421	7266	7264
15.5	7099	7423	7268	7266
16	7102	7425	7271	7269
16.5	7106	7427	7273	7271
17	7108	7430	7276	7274
17.5	7112	7431	7278	7276
18	7115	7433	7281	7279
18.5	7118	7435	7283	7281
19	7121	7437	7286	7284
19.5	7124	7439	7288	7287
20	7127	7442	7290	7289
20.5	7131	7444	7293	7292
21	7135	7446	7296	7294
21.5	7139	7448	7298	7297
22	7141	7450	7301	7299
22.5	7144	7452	7304	7302
23	7147	7454	7306	7304
23.5	7150	7457	7309	7307
24	7151	7460	7311	7309
24.5	7154	7463	7314	7312
25	7156	7465	7316	7315
25.5	7159	7467	7319	7317
26	7163	7469	7321	7319
26.5	7166	7470	7324	7322
27	7170	7472	7326	7324
27.5	7173	7473	7329	7327
28	7176	7475	7331	7329
28.5	7178	7478	7334	7332
29	7181	7480	7336	7334
29.5	7184	7483	7338	7337
30	7186	7485	7341	7339
30.5	7190	7488	7343	7342
31	7194	7489	7345	7344
31.5	7198	7491	7348	7347
32	7201	7493	7350	7349
32.5	7204	7495	7353	7352
33	7206	7497	7356	7354
33.5	7208	7500	7358	7356
34	7212	7503	7361	7359
34.5	7214	7505	7363	7361
35	7216	7507	7366	7364
35.5	7219	7510	7368	7366
36	7222	7512	7371	7369
36.5	7224	7515	7373	7372
37	7227	7518	7376	7374
37.5	7230	7521	7378	7377
38	7232	7523	7380	7379
38.5	7234	7527	7383	7382
39	7237	7529	7385	7384
39.5	7240	7532	7388	7387
40	7243	7535	7390	7389
40.5	7246	7537	7393	7392
41	7248	7539	7396	7395
41.5	7250	7542	7398	7397
42	7252	7545	7401	7400
42.5	7256	7547	7404	7402
43	7258	7549	7406	7405
43.5	7261	7552	7409	7408
44	7263	7555	7412	7410
44.5	7266	7557	7415	7413
45	7268	7561	7417	7416
45.5	7271	7563	7420	7418
46	7274	7565	7422	7421
46.5	7277	7567	7425	7423
47	7280	7569	7428	7426
47.5	7284	7572	7430	7429
48	7286	7575	7433	7431
48.5	7289	7578	7436	7434
49	7292	7581	7438	7437
49.5	7295	7584	7441	7439
50	7297	7587	7443	7442
50.5	7300	7589	7446	7445
51	7302	7591	7448	7447
51.5	7304	7593	7451	7450
52	7307	7595	7454	7453
52.5	7310	7597	7456	7455
53	7312	7600	7459	7458
53.5	7315	7603	7462	7460
54	7317	7606	7464	7463
54.5	7319	7610	7467	7466
55	7322	7614	7469	7468
55.5	7325	7616	7472	7471
56	7328	7618	7475	7473
56.5	7332	7621	7477	7476
57	7334	7624	7480	7479
57.5	7336	7627	7482	7481
58	7338	7630	7485	7484
58.5	7340	7633	7488	7486
59	7343	7635	7490	7489
59.5	7345	7638	7493	7492
60	7347	7641	7495	7494
60.5	7349	7642	7498	7497
61	7353	7645	7500	7499
61.5	7357	7647	7503	7502
62	7360	7649	7505	7505
62.5	7363	7652	7508	7507
63	7366	7654	7511	7510
63.5	7368	7657	7513	7512
64	7372	7660	7515	7515
64.5	7374	7662	7518	7517
65	7376	7665	7521	7520
65.5	7379	7667	7523	7523
66	7382	7669	7526	7525
66.5	7385	7670	7528	7528
67	7387	7672	7531	7530
67.5	7390	7675	7534	7533
68	7392	7677	7536	7536
68.5	7395	7680	7539	7538
69	7396	7684	7541	7541
69.5	7398	7687	7544	7543
70	7400	7690	7546	7546
70.5	7405	7692	7549	7549
71	7407	7695	7552	7551
71.5	7411	7698	7554	7554
72	7415	7700	7557	7557
72.5	7418	7703	7560	7559
73	7420	7706	7562	7562
73.5	7423	7708	7565	7565
74	7426	7710	7567	7567
74.5	7429	7712	7570	7570
75	7431	7716	7572	7573
75.5	7434	7719	7575	7575
76	7437	7721	7578	7578
76.5	7439	7723	7580	7580
77	7442	7726	7583	7583
77.5	7445	7729	7585	7585
78	7447	7730	7588	7588
78.5	7449	7733	7590	7591
79	7451	7736	7593	7593
79.5	7454	7738	7595	7596
80	7456	7742	7598	7598
80.5	7459	7744	7600	7601
81	7462	7746	7603	7603
81.5	7465	7749	7605	7606
82	7467	7751	7608	7608
82.5	7469	7755	7610	7610
83	7472	7757	7613	7613
83.5	7474	7760	7615	7615
84	7477	7763	7617	7618
84.5	7479	7765	7619	7620
85	7481	7769	7622	7623
85.5	7485	7770	7624	7625
86	7487	7772	7627	7627
86.5	7490	7773	7629	7630
87	7492	7776	7631	7632
87.5	7495	7778	7634	7635
88	7497	7781	7636	7637
88.5	7500	7783	7638	7639
89	7502	7787	7641	7642
89.5	7504	7789	7643	7644
90	7506	7792	7646	7647
90.5	7509	7794	7648	7649
91	7511	7796	7650	7652
91.5	7514	7798	7653	7654
92	7517	7801	7655	7656
92.5	7519	7803	7658	7659
93	7522	7806	7661	7661
93.5	7523	7808	7663	7664
94	7526	7811	7665	7666
94.5	7527	7813	7668	7668
95	7529	7816	7670	7671
95.5	7532	7818	7673	7673
96	7535	7820	7675	7676
96.5	7537	7823	7677	7678
97	7540	7826	7680	7680
97.5	7543	7827	7682	7683
98	7546	7830	7684	7685
98.5	7548	7832	7687	7688
99	7550	7835	7689	7690
99.5	7553	7838	7691	7692
100	7555	7841	7693	7695
