depth	min	max	median	mean
5	7292	7564	7430	7429
5.5	7293	7565	7431	7430
6	7294	7565	7432	7431
6.5	7296	7566	7432	7432
7	7297	7567	7434	7433
7.5	7298	7568	7435	7434
8	7299	7570	7435	7435
8.5	7301	7571	7437	7436
9	7301	7572	7438	7437
9.5	7302	7573	7438	7438
10	7303	7574	7439	7439
10.5	7304	7575	7440	7440
11	7306	7576	7442	7441
11.5	7307	7577	7443	7442
12	7308	7577	7444	7443
12.5	7309	7578	7445	7444
13	7310	7579	7445	7445
13.5	7310	7580	7447	7446
14	7311	7581	7448	7447
14.5	7312	7582	7449	7448
15	7313	7583	7450	7449
15.5	7315	7583	7451	7450
16	7316	7584	7452	7451
16.5	7318	7585	7453	7452
17	7319	7586	7454	7453
17.5	7321	7587	7455	7454
18	7321	7588	7456	7456
18.5	7322	7589	7457	7457
19	7323	7590	7458	7458
19.5	7324	7591	7459	7459
20	7325	7592	7460	7460
20.5	7326	7592	7461	7461
21	7327	7593	7462	7462
21.5	7328	7595	7463	7463
22	7328	7596	7464	7464
22.5	7329	7596	7465	7465
23	7330	7597	7466	7466
23.5	7331	7598	7467	7467
24	7332	7599	7468	7468
24.5	7333	7599	7469	7469
25	7334	7600	7470	7470
25.5	7335	7601	7471	7471
26	7336	7602	7472	7472
26.5	7337	7603	7473	7473
27	7338	7604	7474	7474
27.5	7339	7605	7475	7475
28	7340	7606	7476	7476
28.5	7341	7607	7477	7477
29	7342	7608	7478	7478
29.5	7343	7610	7479	7479
30	7344	7611	7480	7480
30.5	7346	7612	7481	7481
31	7347	7613	7482	7482
31.5	7349	7614	7483	7483
32	7349	7615	7484	7484
32.5	7351	7616	7485	7485
33	7352	7616	7486	7486
33.5	7353	7617	7487	7487
34	7354	7618	7488	7488
34.5	7354	7619	7489	7489
35	7355	7620	7490	7490
35.5	7356	7621	7491	7491
36	7358	7622	7492	7492
36.5	7359	7623	7493	7493
37	7359	7625	7494	7494
37.5	7360	7626	7495	7495
38	7362	7627	7496	7496
38.5	7363	7628	7498	7497
39	7365	7629	7499	7498
39.5	7366	7630	7500	7499
40	7366	7631	7501	7500
40.5	7368	7632	7502	7501
41	7368	7633	7502	7502
41.5	7369	7634	7504	7503
42	7371	7635	7505	7504
42.5	7372	7636	7506	7505
43	7372	7637	7507	7506
43.5	7373	7639	7508	7508
44	7374	7640	7509	7509
44.5	7375	7641	7510	7510
45	7376	7642	7511	7511
45.5	7377	7642	7512	7512
46	7378	7643	7513	7513
46.5	7379	7644	7514	7514
47	7380	7645	7515	7515
47.5	7381	7646	7516	7516
48	7383	7647	7517	7517
48.5	7384	7647	7518	7518
49	7385	7649	7519	7519
49.5	7386	7650	7520	7520
50	7387	7651	7521	7521
50.5	7388	7652	7522	7522
51	7389	7653	7523	7523
51.5	7390	7654	7524	7524
52	7391	7655	7525	7525
52.5	7392	7657	7526	7526
53	7393	7658	7527	7527
53.5	7394	7659	7528	7528
54	7395	7661	7529	7529
54.5	7396	7662	7530	7530
55	7397	7664	7531	7531
55.5	7398	7665	7532	7532
56	7399	7666	7533	7533
56.5	7399	7667	7534	7534
57	7401	7668	7535	7535
57.5	7401	7669	7535	7536
58	7402	7670	7537	7537
58.5	7402	7671	7537	7538
59	7403	7672	7539	7539
59.5	7404	7673	7540	7540
60	7405	7674	7541	7541
60.5	7406	7675	7542	7542
61	7407	7676	7543	7543
61.5	7408	7677	7544	7544
62	7410	7678	7545	7545
62.5	7410	7679	7546	7546
63	7411	7680	7547	7547
63.5	7413	7681	7548	7548
64	7413	7682	7549	7549
64.5	7414	7683	7550	7550
65	7416	7684	7550	7551
65.5	7416	7685	7552	7552
66	7418	7686	7553	7553
66.5	7418	7687	7554	7554
67	7419	7688	7555	7555
67.5	7420	7689	7556	7556
68	7421	7690	7557	7557
68.5	7422	7691	7558	7558
69	7423	7692	7559	7559
69.5	7424	7692	7560	7560
70	7425	7694	7561	7561
70.5	7427	7695	7562	7562
71	7428	7696	7563	7563
71.5	7429	7697	7564	7564
72	7430	7699	7565	7565
72.5	7431	7700	7566	7566
73	7432	7701	7567	7567
73.5	7433	7702	7568	7568
74	7434	7703	7569	7569
74.5	7434	7704	7570	7570
75	7435	7704	7571	7571
75.5	7437	7705	7572	7572
76	7438	7707	7573	7573
76.5	7439	7708	7574	7574
77	7439	7708	7575	7575
77.5	7440	7709	7576	7576
78	7441	7710	7577	7577
78.5	7442	7711	7578	7578
79	7443	7713	7579	7579
79.5	7443	7714	7580	7580
80	7444	7715	7581	7581
80.5	7445	7716	7582	7582
81	7446	7717	7583	7583
81.5	7447	7718	7584	7584
82	7448	7719	7585	7585
82.5	7449	7720	7586	7586
83	7451	7721	7587	7587
83.5	7451	7722	7588	7588
84	7452	7723	7589	7589
84.5	7453	7724	7590	7590
85	7454	7724	7591	7591
85.5	7455	7726	7592	7592
86	7456	7726	7593	7593
86.5	7458	7727	7594	7594
87	7459	7728	7595	7595
87.5	7459	7729	7596	7596
88	7459	7730	7597	7597
88.5	7460	7732	7598	7598
89	7461	7732	7599	7599
89.5	7462	7734	7600	7600
90	7463	7735	7601	7601
90.5	7464	7736	7601	7602
91	7465	7738	7602	7603
