depth	min	max	median	mean
20	7273	7489	7381	7381
20.5	7274	7490	7382	7382
21	7275	7491	7383	7383
21.5	7276	7492	7384	7384
22	7277	7493	7385	7385
22.5	7279	7494	7386	7386
23	7280	7495	7387	7387
23.5	7281	7496	7388	7388
24	7282	7496	7389	7389
24.5	7282	7497	7390	7390
25	7283	7498	7391	7391
25.5	7284	7499	7392	7392
26	7286	7500	7393	7393
26.5	7288	7501	7394	7394
27	7289	7502	7395	7395
27.5	7290	7503	7396	7396
28	7291	7504	7397	7397
28.5	7292	7505	7398	7398
29	7293	7506	7399	7399
29.5	7294	7507	7400	7400
30	7295	7508	7401	7401
30.5	7296	7509	7402	7403
31	7297	7510	7403	7404
31.5	7298	7511	7404	7405
32	7299	7512	7405	7406
32.5	7301	7512	7406	7407
33	7302	7513	7407	7408
33.5	7303	7514	7408	7409
34	7304	7514	7409	7410
34.5	7305	7515	7410	7411
35	7307	7516	7411	7412
35.5	7308	7517	7412	7413
36	7309	7518	7413	7414
36.5	7311	7519	7415	7415
37	7312	7520	7415	7416
37.5	7313	7521	7417	7417
38	7314	7522	7418	7418
38.5	7315	7523	7419	7420
39	7316	7525	7420	7421
39.5	7317	7525	7421	7422
40	7319	7526	7422	7423
40.5	7320	7527	7423	7424
41	7321	7528	7424	7425
41.5	7322	7529	7425	7426
42	7323	7530	7426	7427
42.5	7324	7531	7427	7428
43	7326	7532	7428	7429
43.5	7327	7534	7429	7430
44	7328	7535	7431	7431
44.5	7329	7536	7431	7432
45	7330	7537	7433	7433
45.5	7331	7538	7434	7434
46	7333	7539	7435	7435
46.5	7334	7540	7436	7436
47	7335	7540	7437	7438
47.5	7337	7541	7438	7439
48	7338	7542	7439	7440
48.5	7339	7543	7440	7441
49	7341	7544	7441	7442
49.5	7342	7545	7442	7443
50	7343	7546	7443	7444
50.5	7344	7547	7444	7445
51	7345	7548	7446	7446
51.5	7346	7548	7447	7447
52	7348	7549	7448	7448
52.5	7348	7551	7449	7449
53	7349	7551	7450	7450
53.5	7351	7552	7451	7451
54	7352	7553	7452	7453
54.5	7353	7554	7453	7454
55	7353	7556	7454	7455
55.5	7355	7556	7455	7456
56	7356	7557	7456	7457
56.5	7358	7558	7457	7458
57	7359	7559	7459	7459
57.5	7360	7560	7460	7460
58	7362	7561	7461	7461
58.5	7363	7562	7462	7462
59	7364	7563	7463	7463
59.5	7364	7564	7464	7465
60	7366	7566	7465	7466
60.5	7367	7567	7467	7467
61	7368	7568	7468	7468
61.5	7370	7569	7469	7469
62	7371	7570	7470	7470
62.5	7372	7571	7471	7471
63	7373	7571	7472	7472
63.5	7374	7573	7473	7473
64	7375	7574	7474	7475
64.5	7376	7575	7475	7476
65	7377	7576	7476	7477
65.5	7378	7577	7477	7478
66	7380	7578	7478	7479
66.5	7381	7579	7479	7480
67	7383	7580	7480	7481
67.5	7384	7582	7482	7482
68	7385	7582	7483	7483
68.5	7386	7583	7484	7485
69	7387	7584	7485	7486
69.5	7388	7586	7486	7487
70	7389	7587	7487	7488
70.5	7391	7588	7488	7489
71	7392	7588	7490	7490
71.5	7394	7589	7491	7491
72	7395	7591	7492	7492
72.5	7397	7592	7493	7493
73	7398	7593	7494	7495
73.5	7399	7594	7495	7496
74	7400	7596	7496	7497
74.5	7402	7597	7497	7498
75	7403	7598	7498	7499
75.5	7404	7599	7500	7500
76	7406	7600	7501	7501
76.5	7407	7600	7502	7502
77	7407	7602	7503	7504
77.5	7408	7603	7504	7505
78	7409	7604	7505	7506
78.5	7410	7605	7507	7507
79	7411	7606	7508	7508
79.5	7412	7608	7509	7509
80	7413	7609	7510	7510
80.5	7415	7610	7512	7512
81	7416	7611	7513	7513
81.5	7417	7613	7514	7514
82	7418	7614	7515	7515
82.5	7419	7615	7516	7516
83	7420	7616	7517	7517
83.5	7421	7618	7519	7518
84	7422	7619	7520	7520
84.5	7423	7620	7521	7521
85	7424	7621	7522	7522
85.5	7425	7622	7523	7523
86	7426	7624	7524	7524
86.5	7428	7625	7525	7525
87	7429	7626	7526	7526
87.5	7430	7627	7527	7528
88	7431	7628	7529	7529
88.5	7433	7629	7530	7530
89	7434	7630	7531	7531
89.5	7435	7631	7532	7532
90	7436	7632	7533	7533
90.5	7437	7633	7534	7534
91	7439	7634	7535	7536
91.5	7440	7635	7537	7537
92	7442	7637	7538	7538
92.5	7443	7637	7539	7539
93	7444	7638	7540	7540
93.5	7445	7639	7541	7541
94	7446	7640	7542	7542
94.5	7448	7642	7543	7544
95	7449	7643	7545	7545
95.5	7450	7644	7546	7546
96	7451	7645	7547	7547
96.5	7452	7646	7548	7548
97	7454	7647	7549	7549
97.5	7455	7648	7551	7550
98	7456	7649	7552	7552
98.5	7457	7650	7553	7553
99	7458	7651	7554	7554
99.5	7459	7653	7555	7555
100	7460	7654	7556	7556
100.5	7461	7654	7557	7557
101	7463	7656	7559	7558
101.5	7464	7657	7560	7560
102	7465	7657	7561	7561
102.5	7466	7658	7562	7562
103	7467	7659	7563	7563
103.5	7469	7660	7565	7564
104	7470	7661	7566	7565
104.5	7471	7662	7567	7566
105	7473	7664	7568	7568
105.5	7474	7664	7569	7569
106	7475	7665	7570	7570
106.5	7475	7666	7572	7571
107	7476	7667	7573	7572
107.5	7477	7668	7574	7573
108	7479	7670	7575	7574
108.5	7479	7672	7576	7575
109	7481	7673	7577	7576
109.5	7482	7674	7578	7577
110	7483	7675	7579	7579
110.5	7484	7676	7580	7580
111	7485	7677	7582	7581
111.5	7486	7678	7583	7582
112	7487	7679	7584	7583
112.5	7488	7680	7585	7584
113	7489	7681	7586	7585
113.5	7491	7683	7587	7586
114	7492	7684	7588	7587
114.5	7493	7685	7589	7589
115	7494	7687	7590	7590
115.5	7495	7687	7591	7591
116	7496	7688	7592	7592
116.5	7498	7689	7593	7593
117	7499	7690	7594	7594
117.5	7500	7691	7596	7595
118	7502	7692	7597	7596
118.5	7503	7694	7598	7597
119	7504	7694	7599	7599
119.5	7505	7696	7600	7600
120	7506	7697	7601	7601
120.5	7507	7698	7602	7602
121	7508	7699	7603	7603
121.5	7509	7700	7604	7604
122	7511	7702	7606	7605
122.5	7512	7703	7607	7606
123	7512	7704	7608	7607
123.5	7513	7705	7609	7609
124	7514	7706	7610	7610
124.5	7515	7707	7611	7611
125	7515	7709	7612	7612
125.5	7517	7710	7613	7613
126	7518	7710	7614	7614
126.5	7519	7712	7616	7615
127	7520	7713	7617	7616
127.5	7522	7714	7618	7617
128	7522	7715	7619	7619
128.5	7524	7716	7620	7620
129	7524	7717	7621	7621
129.5	7526	7719	7622	7622
130	7527	7719	7623	7623
130.5	7528	7721	7625	7624
131	7529	7722	7626	7625
131.5	7531	7723	7627	7626
132	7532	7724	7628	7627
132.5	7533	7726	7629	7629
133	7534	7727	7630	7630
133.5	7536	7728	7631	7631
134	7537	7729	7633	7632
134.5	7538	7731	7634	7633
135	7539	7732	7635	7634
135.5	7540	7733	7636	7635
136	7542	7734	7637	7636
136.5	7543	7735	7638	7637
137	7544	7736	7639	7638
137.5	7545	7737	7640	7640
138	7546	7738	7641	7641
138.5	7547	7739	7642	7642
139	7548	7740	7643	7643
139.5	7549	7741	7645	7644
140	7550	7742	7646	7645
140.5	7551	7743	7647	7646
141	7553	7744	7648	7647
141.5	7554	7745	7649	7648
142	7555	7746	7650	7649
142.5	7556	7747	7651	7651
143	7557	7748	7652	7652
143.5	7559	7749	7654	7653
144	7560	7750	7655	7654
144.5	7561	7751	7656	7655
145	7562	7753	7657	7656
145.5	7563	7753	7658	7657
146	7564	7754	7659	7658
146.5	7565	7755	7660	7659
147	7566	7756	7661	7660
147.5	7567	7758	7662	7661
148	7568	7759	7663	7662
148.5	7569	7760	7664	7663
149	7570	7761	7665	7665
149.5	7571	7762	7666	7666
150	7572	7763	7668	7667
150.5	7573	7764	7668	7668
151	7574	7765	7669	7669
151.5	7575	7766	7671	7670
152	7576	7767	7672	7671
152.5	7577	7768	7673	7672
153	7578	7769	7674	7673
153.5	7579	7770	7675	7674
154	7580	7771	7676	7675
154.5	7581	7772	7677	7676
155	7582	7773	7678	7677
155.5	7584	7774	7679	7679
156	7585	7775	7680	7680
156.5	7586	7776	7682	7681
157	7587	7778	7683	7682
157.5	7588	7778	7684	7683
158	7589	7780	7685	7684
158.5	7589	7781	7686	7685
159	7590	7782	7687	7686
159.5	7591	7783	7688	7687
160	7592	7784	7689	7688
160.5	7593	7785	7690	7689
161	7594	7787	7691	7690
161.5	7595	7788	7692	7691
162	7597	7789	7693	7692
162.5	7598	7790	7694	7694
163	7598	7791	7696	7695
163.5	7599	7792	7697	7696
164	7601	7794	7698	7697
164.5	7601	7795	7699	7698
165	7602	7796	7700	7699
165.5	7603	7797	7701	7700
166	7605	7798	7702	7701
166.5	7606	7799	7703	7702
167	7607	7800	7704	7703
167.5	7608	7801	7705	7704
168	7609	7802	7706	7705
168.5	7610	7803	7707	7706
169	7610	7805	7709	7708
169.5	7611	7806	7710	7709
170	7612	7807	7711	7710
170.5	7614	7808	7712	7711
171	7615	7809	7713	7712
171.5	7616	7810	7714	7713
172	7617	7811	7715	7714
172.5	7617	7813	7716	7715
173	7619	7814	7717	7716
173.5	7620	7815	7718	7717
174	7621	7816	7719	7718
174.5	7622	7817	7720	7719
175	7623	7818	7721	7720
175.5	7625	7819	7722	7721
176	7625	7820	7723	7722
176.5	7626	7821	7724	7723
177	7627	7822	7725	7725
177.5	7629	7823	7727	7726
178	7630	7824	7728	7727
178.5	7631	7825	7729	7728
179	7632	7827	7730	7729
179.5	7633	7828	7731	7730
180	7634	7829	7732	7731
180.5	7636	7830	7733	7732
181	7637	7831	7734	7733
181.5	7638	7832	7735	7734
182	7639	7832	7736	7735
182.5	7640	7833	7737	7736
183	7640	7835	7738	7737
183.5	7642	7836	7739	7738
184	7643	7837	7740	7739
184.5	7644	7839	7741	7741
185	7645	7840	7742	7742
185.5	7645	7841	7743	7743
186	7646	7842	7745	7744
186.5	7647	7843	7746	7745
187	7648	7844	7747	7746
187.5	7650	7844	7748	7747
188	7650	7845	7749	7748
188.5	7651	7846	7750	7749
189	7653	7847	7751	7750
189.5	7653	7848	7752	7751
190	7655	7849	7753	7752
190.5	7656	7850	7754	7753
191	7658	7851	7755	7754
191.5	7659	7853	7756	7756
192	7659	7854	7757	7757
192.5	7661	7855	7758	7758
193	7662	7856	7760	7759
193.5	7663	7856	7761	7760
194	7664	7857	7762	7761
194.5	7665	7858	7763	7762
195	7665	7859	7764	7763
195.5	7667	7860	7765	7764
196	7668	7861	7766	7765
196.5	7669	7862	7767	7766
197	7670	7863	7768	7767
197.5	7671	7864	7770	7768
198	7673	7866	7771	7769
198.5	7674	7867	7772	7770
199	7675	7868	7773	7771
199.5	7676	7869	7774	7773
200	7677	7871	7775	7774
200.5	7678	7871	7776	7775
201	7679	7872	7777	7776
201.5	7680	7873	7778	7777
202	7681	7874	7779	7778
202.5	7681	7875	7780	7779
203	7682	7876	7781	7780
203.5	7683	7877	7782	7781
204	7684	7878	7783	7782
204.5	7685	7879	7784	7783
205	7685	7881	7785	7784
205.5	7686	7881	7786	7785
206	7687	7882	7787	7786
206.5	7688	7884	7788	7787
207	7690	7885	7789	7788
207.5	7690	7886	7790	7789
208	7691	7887	7791	7790
208.5	7692	7888	7792	7791
209	7693	7890	7793	7792
209.5	7694	7891	7793	7793
210	7695	7892	7794	7794
210.5	7696	7893	7795	7795
211	7696	7895	7796	7796
211.5	7698	7895	7797	7797
212	7699	7896	7798	7798
212.5	7700	7897	7799	7799
213	7702	7898	7800	7800
213.5	7703	7899	7801	7801
214	7703	7900	7802	7802
214.5	7704	7901	7804	7802
215	7705	7903	7804	7803
215.5	7706	7903	7805	7804
216	7707	7904	7806	7805
216.5	7708	7905	7807	7807
217	7709	7906	7808	7808
217.5	7710	7906	7809	7809
218	7710	7908	7810	7810
218.5	7711	7909	7811	7811
219	7712	7910	7812	7812
219.5	7713	7911	7813	7813
220	7714	7913	7814	7814
220.5	7715	7914	7815	7815
221	7716	7915	7816	7816
221.5	7717	7916	7817	7816
222	7718	7917	7818	7817
222.5	7719	7918	7819	7818
223	7720	7919	7820	7819
223.5	7720	7920	7821	7820
224	7721	7921	7822	7821
224.5	7722	7922	7823	7822
225	7723	7924	7824	7823
225.5	7724	7925	7825	7824
226	7725	7926	7826	7825
226.5	7727	7927	7827	7826
227	7728	7928	7828	7827
227.5	7729	7929	7829	7828
228	7730	7930	7830	7829
228.5	7731	7931	7831	7830
229	7731	7932	7832	7831
229.5	7732	7933	7833	7832
230	7733	7934	7834	7833
230.5	7734	7935	7835	7834
231	7735	7936	7836	7835
231.5	7736	7937	7837	7836
232	7737	7938	7838	7837
232.5	7738	7939	7839	7838
233	7739	7940	7840	7839
233.5	7739	7942	7841	7840
234	7740	7943	7842	7841
234.5	7741	7944	7843	7842
235	7741	7945	7844	7843
235.5	7743	7946	7845	7844
236	7744	7947	7846	7845
236.5	7745	7947	7847	7846
237	7745	7948	7848	7847
237.5	7747	7949	7849	7848
238	7747	7950	7850	7849
238.5	7748	7951	7851	7850
239	7749	7953	7852	7851
239.5	7750	7953	7853	7852
240	7751	7955	7854	7853
240.5	7751	7955	7855	7854
241	7753	7956	7856	7855
241.5	7754	7958	7857	7856
242	7754	7959	7858	7857
242.5	7756	7960	7859	7858
243	7756	7961	7860	7859
243.5	7758	7962	7860	7860
244	7759	7963	7861	7861
244.5	7759	7964	7862	7862
245	7760	7965	7863	7863
245.5	7761	7966	7864	7864
246	7762	7967	7865	7865
246.5	7763	7968	7866	7866
247	7764	7969	7867	7867
247.5	7765	7970	7868	7868
248	7765	7971	7869	7869
248.5	7766	7973	7870	7870
249	7767	7974	7871	7871
249.5	7768	7975	7872	7872
250	7768	7976	7873	7873
250.5	7769	7977	7874	7874
251	7771	7978	7875	7875
251.5	7771	7979	7876	7876
252	7772	7980	7877	7877
252.5	7774	7981	7878	7878
253	7774	7983	7879	7879
253.5	7775	7984	7880	7880
254	7776	7985	7881	7881
254.5	7777	7986	7882	7882
255	7778	7987	7883	7883
255.5	7779	7988	7884	7884
256	7780	7989	7885	7885
256.5	7781	7991	7886	7886
257	7782	7992	7887	7887
257.5	7782	7993	7888	7888
258	7783	7994	7890	7889
258.5	7784	7996	7890	7890
259	7785	7997	7891	7891
259.5	7786	7997	7892	7892
260	7787	7999	7894	7893
