depth	min	max	median	mean
120.5	7771	8167	7958	7962
121	7773	8170	7961	7964
121.5	7775	8173	7963	7967
122	7777	8176	7966	7969
122.5	7780	8179	7968	7972
123	7783	8182	7970	7974
123.5	7785	8186	7973	7977
124	7787	8189	7976	7979
124.5	7788	8193	7978	7982
125	7791	8196	7981	7984
125.5	7793	8199	7983	7987
126	7796	8203	7986	7989
126.5	7798	8206	7988	7992
127	7800	8209	7990	7994
127.5	7803	8212	7993	7997
128	7805	8214	7996	7999
128.5	7807	8216	7999	8002
129	7809	8219	8001	8004
129.5	7811	8224	8004	8007
130	7814	8228	8006	8010
