Core,Depth,2000,500,125,0
HA-02A,30,22.46015936,52.49217397,11.24307371,13.80459296
HA-02A,35,16.4065795,60.45558161,11.4821628,11.65567609
HA-02A,40,18.64226053,58.75854914,10.24852248,12.35066785
HA-02A,45,21.76804542,54.87418816,9.246351825,14.1114146
HA-02A,50,11.94059019,62.71875865,11.8584788,13.48217237
HA-02A,55,16.81547619,53.8082996,11.03967832,18.33654588
HA-02A,60,20.95631641,56.01154132,9.786599764,13.2455425
HA-02A,65,24.38472419,50.6135976,8.213883168,16.78779505
HA-02A,70,20.65759637,60.33624943,7.570160544,11.43599365
HA-02A,75,22.55049241,51.80672442,9.318787181,16.32399599
HA-02A,80,14.59337833,58.31559113,9.022856745,18.06817379
HA-02A,85,10.1194354,52.59059392,10.83000782,26.45996287
HA-02A,90,15.38793103,50.30759483,5.525840517,28.77863362
HA-02A,95,13.61848574,55.22072566,8.25760177,22.90318682
HA-02A,100,6.737768749,31.1505011,5.720975114,56.39075504
HA-02A,105,18.08580858,13.53367657,4.546481848,63.834033
HA-02A,110,32.8650276,24.3715424,5.066627446,37.69680256
HA-02A,115,32.79643592,25.47977382,9.066127485,32.65766278
HA-02A,120,18.48906561,36.97607455,17.74399205,26.79086779
HA-02A,125,35.05154639,24.61161762,16.52680037,23.81003561
HA-02A,130,26.70588235,15.17727098,18.66470667,39.45214
HA-02A,135,17.11927583,9.603298722,8.25546459,65.02196086
HA-02A,140,4.974003466,7.959831542,21.50381577,65.56234922
HA-02A,145,1.793548387,13.71877755,27.55201716,56.9356569
HA-02A,150,9.712292938,25.12679058,20.25913025,44.90178622
HA-02A,155,25.62380038,38.46671401,15.97505758,19.93442802
HA-02A,158,24.21524664,41.9056861,14.41156652,19.46750075
HA-03A,5,41.52284725,49.01595949,5.604761242,3.856432018
HA-03A,10,33.80819285,51.47788594,9.12213098,5.591790232
HA-03A,15,32.6198799,47.19864835,9.729124532,10.45234723
HA-03A,20,27.73738841,50.3324798,9.533865204,12.39626659
HA-03A,25,21.4934465,53.00493355,10.45772897,15.04389098
HA-03A,30,16.5347244,54.98695847,12.38230192,16.09601521
HA-03A,35,15.42971992,61.29136591,9.866246032,13.41266814
HA-03A,40,11.41556856,64.80505732,10.28349647,13.49587765
HA-03A,45,17.0818742,60.78270229,7.69323608,14.44218744
HA-03A,50,15.62224435,50.59102458,10.35502047,23.4317106
HA-03A,55,21.54888128,50.80312298,8.076180969,19.57181477
HA-03A,60,22.0111321,55.27931048,7.474206878,15.23535055
HA-03A,65,22.72203086,53.12952104,8.541692066,15.60675603
HA-03A,70,18.38535253,59.43970014,6.045015693,16.12993164
HA-03A,75,19.90272763,63.04082331,5.743561066,11.31288798
HA-03A,80,11.86440678,48.69906769,6.511432821,32.92509271
HA-03A,85,15.83075724,38.12146319,5.397814076,40.64996549
HA-03A,90,15.11001439,68.77246157,4.158864405,11.95865963
HA-03A,95,21.09974921,57.54672145,3.414018588,17.93951075
HA-03A,100,15.07030852,39.09511934,6.486499034,39.34807311
HA-03A,105,15.02657024,46.19742814,8.530985431,30.24501619
HA-03A,110,11.04275783,18.28765281,8.168668874,62.50092048
HA-03A,115,11.85189976,15.99980777,10.88415909,61.26413339
HA-03A,120,10.42802977,19.9090233,13.87113499,55.79181195
HA-03A,125,11.10195049,15.75085893,11.8893089,61.25788168
HA-03A,130,9.365955622,19.54544196,9.966407855,61.12219457
HA-03A,135,22.60759935,17.57005263,7.90626147,51.91608655
HA-03A,140,19.26899851,23.72008529,11.18633925,45.82457695
HA-03A,145,8.13760533,33.83101809,13.88319394,44.14818264
HA-03A,150,7.622973433,43.85033827,7.714233983,40.81245432
HA-03A,155,10.30106751,37.35611444,9.168524495,43.17429356
HA-03A,160,24.17173826,28.88582996,9.25562353,37.68680825
HA-03A,165,13.31130115,33.63601853,7.551469456,45.50121086
HA-03A,170,14.98498726,34.5082118,8.938814666,41.56798627
HA-03A,175,16.52241877,42.77906474,9.318262319,31.38025417
HA-03A,180,17.62356401,32.5796495,7.355624598,42.4411619
HA-03A,185,38.81445913,23.14497105,5.421182941,32.61938688
HA-03A,190,27.48304942,29.74316735,8.376530623,34.39725261
HA-03A,195,33.41422322,32.45438946,7.135277189,26.99611014
HA-03A,200,18.76253811,37.62835285,9.079632003,34.52947704
HA-03A,205,16.03869493,39.07796571,7.601076216,37.28226314
HA-03A,210,29.50573728,27.68918689,6.116475416,36.68860042
HA-04A,5,16.64543033,71.62573706,7.320160199,4.40867242
HA-04A,10,12.43469175,69.98854963,10.7681336,6.808625019
HA-04A,15,22.43878866,57.95063853,10.42352159,9.187051224
HA-04A,20,33.14498141,50.17482944,8.960905874,7.719283271
HA-04A,25,36.43334158,41.03063072,11.25890378,11.27712392
HA-04A,30,30.46666667,42.173668,11.890418,15.46924733
HA-05A,5,1.003009027,61.70679037,31.45625878,5.83225677
HA-05A,10,0.840336134,50.24428376,45.20226695,3.713113152
HA-05A,15,1.858958983,64.04508755,30.45863037,3.636186136
HA-05A,20,4.305901912,51.01413134,35.76891106,8.911055694
HA-05A,25,1.971945517,45.20231246,27.85135597,24.98769211
HA-05A,30,6.515720783,31.37235515,32.9147716,29.19715246
HA-05A,35,1.718351457,37.56691234,31.61132837,29.08893945
HA-05A,40,3.378042722,37.77943368,36.58718331,22.25534029
HA-05A,45,1.492537313,62.069233,33.79549959,2.6427301
HA-05A,50,0.955324529,34.09513768,40.37919781,24.564771
HA-05A,55,1.238850347,38.2380005,27.45448216,33.05540634
HA-05A,60,0.862641009,38.04468038,32.62552533,28.46715328
HA-05A,65,0.887335305,37.77788115,25.88509277,35.46335036
HA-05A,70,6.518010292,21.03539685,23.09371589,49.35287697
HA-05A,71,4.211395541,23.64997523,17.17265896,54.95846408
HA-05A,75,11.85584372,21.41605254,14.35675312,52.36273493
HA-05A,77,18.99313501,24.41370709,21.58011442,35.00125858
HA-05A,80,13.16695353,38.55682157,24.68935743,23.57422834
HA-05A,84,15.01515877,44.00154779,26.70637626,14.2738248
HA-05A,85,12.69474899,38.66126947,22.82913445,25.81731679
HA-05A,90,8.405330209,26.68033387,24.26416752,40.6501684
HA-05A,92,8.725637181,51.70215292,21.55468666,18.00985607
HA-05A,95,17.05539359,39.88116618,14.20037901,28.85540816
HA-05A,100,4.475876768,28.7928696,24.66576245,42.06549118
HA-05A,105,18.69443145,26.46009827,14.04321479,40.80844408
HA-05A,110,4.19778002,21.3925328,23.00706357,51.40262361
HA-05A,115,12.18734674,26.89419323,15.73870034,45.17563021
HA-05A,120,2.923194498,20.61520825,21.4176538,55.04394345
HA-05A,125,8.100769347,18.83924574,15.58765877,57.46491175
HA-05A,130,22.96665959,16.00127416,24.5062646,36.52580166
HA-05A,135,2.22614841,18.07027797,20.31316372,59.39257951
HA-05A,140,5.077739388,19.55824284,24.50641658,50.85760118
HA-05A,145,3.829496239,13.04882,13.80660892,69.30912697
HA-05A,150,0.938050869,9.323847897,13.24603374,76.49206749
HA-05A,155,0.312366889,8.359520801,9.253143547,82.0656794
HA-05A,160,0.771941601,10.589025,23.3596241,65.2794093
HA-05A,165,0.701467669,8.128215923,8.748156735,82.85439277
HA-05A,170,0.019083969,7.824427481,16.6221374,75.53435115
HA-05A,175,0.510790448,4.516244413,5.995903461,88.98500192
HA-05A,180,0.008413259,1.118963486,3.390543497,95.48207976
HA-05A,185,0,1.434494332,2.39179684,96.16424886
HA-05A,190,0.146551724,0.793103448,1.99137931,97.06896552
HA-05A,195,0.009529255,1.406565657,0.789809415,97.77485992
HA-05A,200,0.00842602,0.396022919,1.036400404,98.55915066
HA-05A,205,0.098902186,0.26308377,0.35738107,99.31038671
HA-05A,210,0.007763372,0.263954662,0.621069793,99.10721217
HA-05A,215,0.064260469,0.100961765,0.161543322,99.68316804
HA-05A,220,0.00805607,0.01611214,0.523644566,99.45218722
HA-05A,225,0.009519277,0.357889576,0.435141361,99.19744979
HA-05A,230,0,0.043512314,0.574362545,99.38212514
HA-05A,233,0.461112819,2.030516446,0.402533046,97.09595758
HA-06A,5,0.04656216,40.2607481,39.26742201,20.42526773
HA-06A,10,0.45941807,41.22511485,35.6202144,22.69525268
HA-06A,15,0.460526316,40.13157895,36.44736842,22.96052632
HA-06A,20,0.313873195,46.51600753,33.17639674,19.99372254
HA-06A,25,1.203678658,52.65079794,27.81985394,18.32566946
HA-06A,30,0.112359551,42.32209738,33.89513109,23.67041199
HA-06A,35,0.819672131,40.36065574,31.90163934,26.91803279
HA-06A,40,0.267737617,44.15439536,28.24631861,27.33154842
HA-06A,45,0.357382176,42.37212419,29.84141166,27.42908197
HA-06A,50,0.232018561,41.17274837,29.65619068,28.9390424
HA-06A,55,0.345894775,43.21864191,29.52849081,26.90697251
HA-06A,60,0.19379845,48.00664452,32.57198228,19.22757475
HA-06A,65,0.440251572,49.93710692,29.0408805,20.58176101
HA-06A,70,0.688140556,55.38799414,25.5636896,18.3601757
HA-06A,75,0.459392945,46.00492207,31.94421657,21.59146842
HA-06A,80,0.591715976,41.81459566,30.17751479,27.41617357
HA-06A,85,1.695724863,32.83974206,27.51373298,37.9508001
HA-06A,90,2.89927937,27.58505111,23.17747612,46.3381934
HA-06A,95,15.5261916,19.14818311,24.63426144,40.69136385
HA-06A,100,21.10030638,17.37045424,22.59224724,38.93699214
HA-06A,105,8.933532806,16.8198333,17.36482154,56.88181235
HA-06A,110,15.29296433,15.83590981,22.53223739,46.33888847
HA-06A,115,9.03721205,16.53868872,25.65859421,48.76550502
HA-06A,120,9.706096995,22.80236184,26.37165793,41.11988323
HA-06A,125,11.69836356,21.15214507,23.65103936,43.49845201
HA-06A,128,25.61883068,17.93470008,17.41837509,39.02809415
SM-01A,5,0,60.65801923,24.78211538,13.17738462
SM-01A,10,0,53.37183333,19.2260045,27.39465766
SM-01A,15,0,49.09686533,15.77060977,35.13252489
SM-01A,20,0,44.76690135,18.32095131,36.91156113
SM-01A,25,0,48.74835895,18.00359125,33.24863898
SM-01A,30,0,51.20797344,13.56708015,35.22546057
SM-01A,35,0,42.96350819,15.20390426,41.83258755
SM-01A,40,0,50.03025195,16.59311115,33.3766369
SM-01A,45,0,44.03035596,16.58965627,39.3793682
SM-01A,50,0,60.60968392,10.80849082,28.5813903
SM-01A,55,0,40.75895433,17.58895053,41.60112266
SM-01A,60,0,52.7210201,15.03632718,32.23248002
SM-01A,65,0,56.32776119,11.46824026,32.20399854
SM-01A,70,0,56.51086958,13.27030766,30.19344551
SM-01A,75,0,58.484821,13.18448513,28.29626088
SM-01A,80,0,60.48806707,13.40187862,25.52535466
SM-01A,85,0,55.78463518,13.6170114,30.10570765
SM-01A,90,0,46.74700572,13.83577979,38.74915825
SM-01A,95,0,29.97588148,10.55141138,59.47270714
SM-01A,100,0,36.42319234,11.12385475,52.45295291
SM-01A,105,0,37.55415444,13.35836293,49.0176139
SM-01A,110,0,38.95575083,11.97225065,48.02108466
SM-01A,115,0,40.30595778,5.966955145,46.62602111
SM-01A,120,0,37.0583263,11.09453896,51.84778506
SM-01A,125,0,28.50867868,11.72977265,59.76081519
SM-01A,130,0,30.36977746,11.34580419,58.28441836
SM-01A,135,0,33.44146561,14.71041655,51.81970951
SM-01A,140,0,33.7674581,11.05726257,55.17527933
SM-01A,145,0,31.58531052,9.587448666,58.81790612
SM-01A,150,0,37.34577723,11.28887393,51.25976744
SM-01A,155,0,35.71189025,15.33270272,48.93458587
SM-01A,160,0,27.18363393,15.29978125,57.51583036
SM-01A,165,0,33.59060971,11.29872691,55.11043258
SM-01A,170,0,37.23869565,11.54869565,51.16076087
SM-01A,175,0,35.02371876,9.737428485,55.24016862
SM-01A,180,0,29.15644187,11.52499669,59.31856143
SM-01A,185,0,22.14115023,11.67431925,66.18453052
SM-01A,190,0,23.87310555,12.60295129,63.5231705
SM-01A,195,0,23.92912486,16.51077345,59.5338322
SM-01A,200,0,23.21334196,12.34264019,64.44401785
SM-01A,205,0,29.15785062,16.76116067,54.08098872
SM-01A,210,0,42.47003253,19.11416415,38.416441
SM-01A,211,0,25.16169804,13.35159838,61.48746401
SM-02A,5,0.157515752,2.763793879,14.30520252,82.77544104
SM-02A,10,0.773060797,8.622015199,18.80095702,71.80579979
SM-02A,15,4.675817431,66.56354559,9.316444593,19.44419239
SM-02A,20,10.14904995,65.58960633,12.15532939,12.10629139
SM-02A,25,28.66831073,52.82833292,7.25584217,11.24731443
SM-02A,30,26.51525905,56.3268467,9.605167495,7.462737402
SM-02A,35,29.92099323,53.82639842,9.720910835,6.525802483
SM-02A,40,19.0746399,59.58096901,21.3443911,
SM-02A,45,35.7670578,52.38089092,8.232649573,3.616495726
SM-02A,50,19.46317777,57.4858376,23.05098462,
SM-02A,55,17.56575416,72.90605475,6.135770263,3.389103596
SM-02A,60,18.94041004,55.76738839,25.29220157,
SM-02A,65,20.95066906,61.9838546,11.68862792,5.386794488
SM-02A,70,23.62240289,49.23215899,27.14543812,
SM-02A,75,26.90620783,59.22241565,8.534878543,5.339696356
SM-02A,80,26.00684391,50.27638852,23.71676757,
SM-02A,85,24.19637639,65.33658679,7.74043834,2.724248977
SM-02A,90,24.71042471,50.38610039,24.9034749,
SM-02A,95,37.76888444,47.61830915,9.202856428,5.411555778
SM-02A,100,28.29015544,37.8238342,33.88601036,
SM-02A,105,31.15306811,47.00570915,15.68483704,6.15140481
SM-02A,109,33.84175405,42.61201144,23.54623451,
SM-03A,5,1.060180854,15.18553165,83.7542875,
SM-03A,10,0.668316832,29.67821782,69.65346535,
SM-03A,15,3.928920769,59.01532442,37.05575481,
SM-03A,20,4.531990521,52.1978673,43.27014218,
SM-03A,25,12.73986268,63.73452262,23.52561469,
SM-03A,30,20.09172038,50.73128409,29.17699554,
SM-03A,35,9.44147282,65.44346312,25.11506406,
SM-03A,40,13.69412601,62.35670488,23.94916911,
SM-03A,45,18.47270772,54.27534283,27.25194945,
SM-03A,50,17.58340041,61.64922637,20.76737322,
SM-03A,55,23.37359918,54.44622326,22.18017756,
SM-03A,60,22.37024702,54.4823758,23.14737719,
SM-03A,65,19.75529479,48.95535203,31.28935318,
SM-03A,70,20.1032137,47.50175932,32.39502698,
SM-03A,75,25.92242195,34.87228004,39.20529801,
SM-03A,80,24.49249779,32.34774934,43.15975287,
SM-03A,85,23.08132875,28.12142039,48.79725086,
SM-03A,90,24.3902439,34.40766551,41.20209059,
SM-03A,95,29.19708029,38.68613139,32.11678832,
SM-03A,100,11.05990783,15.20737327,73.73271889,
SM-03A,105,20.70921986,12.76595745,66.5248227,
SM-03A,110,25.33068783,12.36772487,62.3015873,
SM-03A,115,24.92548435,16.24441133,58.83010432,
SM-03A,120,28.33237161,20.77322562,50.89440277,
SM-03A,125,23.1292517,16.83673469,60.03401361,
SM-03A,130,30.15706806,9.057591623,60.78534031,
SM-03A,135,22.62280306,14.1955836,63.18161334,
SM-03A,140,13.2814837,21.65719414,65.06132217,
SM-03A,145,31.44104803,6.288209607,62.27074236,
SM-03A,150,30.23975251,6.728538283,63.0317092,
SM-03A,155,22.40802676,10.07060572,67.52136752,
SM-03A,160,13.66824645,23.09004739,63.24170616,
SM-03A,165,8.908772612,21.35771251,69.73351488,
SM-03A,170,8.760230373,17.39921188,73.84055774,
SM-03A,175,8.677396781,14.69559132,76.6270119,
SM-03A,180,16.68558456,25.87968218,57.43473326,
SM-03A,185,16.50257853,28.31692452,55.18049695,
SM-03A,190,15.92188397,28.9603676,55.11774842,
SM-03A,195,9.939002512,35.51489056,54.54610693,
SM-03A,200,8.587650816,35.97282774,55.43952144,
SM-03A,205,13.26635755,27.22823287,59.50540958,
SM-03A,210,23.38949455,15.26263627,61.34786918,
SM-03A,215,31.23287671,13.15068493,55.61643836,
SM-04A,5,0.066467265,26.33944167,60.84560319,12.76121635
SM-04A,10,0.025367834,14.81481481,75.21562659,9.944190766
SM-04A,15,0.027464982,22.42282889,61.64721368,15.90003708
SM-04A,20,0.039416634,17.93456839,67.7177769,14.30823808
SM-04A,25,0.065274151,28.96667755,55.28248368,15.67838773
SM-04A,30,0.042562247,20.81293892,65.84379655,13.30070228
SM-04A,35,0.113293051,24.44848659,56.30863482,19.12958554
SM-04A,40,0.107353731,21.57809984,61.4331723,16.88137413
SM-04A,45,0.026899798,22.94535306,59.22335037,17.80296301
SM-04A,50,0.141442716,18.68615433,57.91293415,23.2594688
SM-04A,55,1.730944428,20.52500456,40.42891285,37.29986183
SM-04A,60,0.0249501,13.17365269,39.09680639,47.70459082
SM-04A,65,0,12.76602716,23.66849745,63.57143463
SM-04A,70,0,6.561360875,13.7545565,79.68408262
SM-04A,75,6.493902439,12.42596341,12.14842073,68.91331402
SM-04A,80,11.24896609,6.203473945,10.91811414,71.62944582
SM-04A,85,0.159235669,21.85835987,31.39033439,46.59754777
SM-04A,90,0.624490904,13.41297855,18.59896823,67.36356231
SM-04A,95,0.098863075,9.157642116,10.80014582,79.96176223
SM-04A,100,0.022722109,3.453760509,8.975232902,87.54828448
SM-04A,105,0.097040272,4.043551674,5.94640951,89.90263222
SM-04A,110,0.031367629,8.061480552,9.284818068,82.62233375
SM-04A,115,0.181818182,21.86928485,11.16995152,66.8218303
SM-04A,120,0,19.66374269,14.9122807,65.42397661
SM-04A,125,0,22.31936652,8.047743213,69.61556561
SM-04A,130,0.030039051,8.290778011,6.878942625,84.80024031
SM-04A,135,0.028401022,12.08044306,6.35861687,81.55571713
SM-04A,140,0.068760028,6.440522576,7.655283062,85.83543433
SM-04A,145,0.070854983,9.037855456,6.820859707,84.0427539
SM-04A,150,0.108949416,5.509727626,10.61478599,83.76653696
SM-04A,155,0.057971014,4.502678261,8.283365217,87.15935942
SM-04A,160,0.013956734,4.382414515,14.6406141,80.96301465
SM-04A,165,0.445712248,12.01553931,13.04354965,74.48486005
SM-04A,170,0.438750439,5.633555634,16.07581608,77.85187785
SM-04A,175,0,5.242409172,15.07212498,79.68461489
