Code,Location,Site,Day,Month,Year,Depth,Replicate,Acanthastrea,Acropora,Alveopora,Astreopora,Caulastraea,Cladopsammia,Coscinaraea,Ctenactis,Cycloseris,Cyphastrea,Diploastrea,Dipsastraea,Echinophyllia,Echinopora,Euphyllia,Favites,Fungia,Galaxea,Goniastrea,Goniopora,Heliofungia,Heliopora,Herpolitha,Hydnophora,Isopora,Leptastrea,Leptoria,Leptoseris,Lithophyllon,Lobactis,Lobophyllia,Madracis,Merulina,Micromussa,Millepora,Montipora,Mycedium,Oulastrea,Oulophyllia,Oxypora,Pachyseris,Pavona,Pectinia,Physogyra,Platygyra,Plerogyra,Plesiastrea,Pleuractis,Pocillopora,Podabacia,Polyphyllia,Porites,Psammocora,Pseudosiderastrea,Scapophyllia,Stylocoeniella,Trachyphyllia,Tubastraea,Turbinaria,Unknown,Total
RL-W-D10-1991-11-13-T4,Raffles Lighthouse,RL-W,13,11,1991,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,15,61
RL-W-D10-1991-11-13-T5,Raffles Lighthouse,RL-W,13,11,1991,10,5,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,60
RL-W-D3-1988-12-13-T1,Raffles Lighthouse,RL-W,13,12,1988,3,1,0,30,0,0,0,0,0,0,0,30,0,0,110,0,10,0,0,0,30,15,0,0,0,0,0,0,0,0,10,0,25,0,60,0,0,305,0,0,0,0,50,90,50,0,65,0,0,0,0,0,0,80,35,0,0,0,0,0,0,0,995
RL-W-D3-1988-12-13-T2,Raffles Lighthouse,RL-W,13,12,1988,3,2,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,20,0,0,6,0,0,10,0,0,0,0,0,0,100,0,0,269,0,0,0,0,156,73,137,0,105,5,0,0,0,0,0,53,0,0,0,0,0,0,0,5,999
RL-W-D3-1988-12-13-T3,Raffles Lighthouse,RL-W,13,12,1988,3,3,0,0,0,0,0,0,0,0,0,8,60,20,0,0,0,30,70,0,50,0,0,0,0,0,0,0,0,0,0,0,11,0,95,0,0,105,0,0,0,5,10,40,54,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,11,0,654
RL-W-D3-1988-12-13-T4,Raffles Lighthouse,RL-W,13,12,1988,3,4,0,0,0,0,0,0,0,0,0,0,0,0,58,33,0,15,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,27,0,0,0,0,13,0,0,0,95,0,0,0,0,0,0,72,0,429
RL-W-D3-1988-12-13-T5,Raffles Lighthouse,RL-W,13,12,1988,3,5,0,0,0,0,0,0,0,0,0,0,0,40,145,50,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,85,0,0,65,0,0,0,0,30,30,15,0,210,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,785
RL-W-D0-1991-11-14-T1,Raffles Lighthouse,RL-W,14,11,1991,0,1,0,173,0,0,0,0,0,0,0,0,0,5,0,0,6,16,0,0,43,0,0,0,0,0,0,0,0,0,0,0,33,0,5,0,0,721,0,0,0,24,0,61,75,0,0,0,0,0,68,0,0,117,0,0,12,0,0,0,0,0,1359
RL-W-D0-1991-11-14-T2,Raffles Lighthouse,RL-W,14,11,1991,0,2,0,386,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,231,18,0,0,0,0,0,0,0,23,0,170,458,0,0,0,38,0,43,35,0,0,5,0,0,0,0,0,94,0,0,12,0,0,0,0,0,1529
RL-W-D0-1991-11-14-T3,Raffles Lighthouse,RL-W,14,11,1991,0,3,31,0,0,0,18,0,0,15,0,33,0,37,0,0,0,55,0,9,150,0,0,0,0,0,0,0,0,0,0,0,7,0,62,0,16,270,18,0,0,94,10,15,126,0,70,0,0,0,20,0,0,69,170,0,0,0,0,0,0,0,1295
RL-W-D0-1991-11-14-T4,Raffles Lighthouse,RL-W,14,11,1991,0,4,12,48,0,0,0,0,9,0,26,0,0,80,0,0,0,51,0,0,99,0,0,0,0,14,0,0,0,0,0,0,0,0,106,0,0,348,33,0,0,103,0,25,257,0,92,23,0,0,0,15,0,29,0,0,0,0,0,0,0,61,1431
RL-W-D0-1991-11-14-T5,Raffles Lighthouse,RL-W,14,11,1991,0,5,0,0,0,0,0,0,0,0,0,0,140,49,0,0,0,75,0,0,116,0,0,0,0,16,0,0,0,0,0,0,0,0,54,0,0,391,0,0,0,12,50,11,40,0,13,17,0,0,0,33,0,55,0,0,0,0,0,0,0,0,1072
RL-W-D6-1991-11-14-T1,Raffles Lighthouse,RL-W,14,11,1991,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,6,48,10,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,110
RL-W-D6-1991-11-14-T2,Raffles Lighthouse,RL-W,14,11,1991,6,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,30,0,0,0,0,0,0,0,4,108
RL-W-D6-1991-11-14-T3,Raffles Lighthouse,RL-W,14,11,1991,6,3,0,0,0,0,0,0,15,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,139
RL-W-D6-1991-11-14-T4,Raffles Lighthouse,RL-W,14,11,1991,6,4,0,0,0,0,0,0,0,0,0,13,21,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,0,12,6,0,0,0,0,9,0,0,0,44,0,0,0,0,0,0,0,5,165
RL-W-D6-1991-11-14-T5,Raffles Lighthouse,RL-W,14,11,1991,6,5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,10,113
RL-W-D3-2016-1-15-T1,Raffles Lighthouse,RL-W,15,1,2016,3,1,0,0,0,0,0,0,0,0,0,0,55,0,80,50,40,102,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,250,0,0,0,0,262,88,80,0,90,0,0,0,0,20,0,13,70,0,0,0,0,0,7,0,1332
RL-W-D3-2016-1-15-T2,Raffles Lighthouse,RL-W,15,1,2016,3,2,0,30,0,0,0,0,0,0,0,0,0,40,54,60,0,24,27,15,78,0,0,0,0,22,0,0,0,0,25,0,0,0,103,0,0,194,25,0,0,0,230,10,191,0,200,0,0,0,0,15,0,20,0,0,0,0,0,0,57,0,1420
RL-W-D3-2016-1-15-T3,Raffles Lighthouse,RL-W,15,1,2016,3,3,0,0,0,0,0,0,0,10,0,0,65,5,25,62,0,21,0,0,244,10,0,0,0,0,0,0,0,0,72,0,0,0,51,0,0,170,50,0,25,30,246,70,237,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,1447
RL-W-D3-2016-1-15-T4,Raffles Lighthouse,RL-W,15,1,2016,3,4,0,0,0,0,0,0,0,15,0,0,0,31,35,0,0,70,30,0,110,30,0,0,0,0,0,0,0,0,37,0,30,0,164,0,0,203,0,0,0,40,398,10,160,0,82,0,0,0,25,0,0,50,0,0,0,0,0,0,0,0,1520
RL-W-D3-2016-1-15-T5,Raffles Lighthouse,RL-W,15,1,2016,3,5,0,12,0,0,0,0,0,0,0,23,0,0,0,105,0,28,0,60,32,0,0,0,0,0,0,0,0,0,15,0,20,0,572,0,0,69,0,0,0,0,360,0,30,0,96,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1430
RL-W-D3-2019-9-19-T1,Raffles Lighthouse,RL-W,19,9,2019,3,1,0,87,0,0,5,0,0,0,0,0,0,12,0,92,0,43,0,0,57,6,0,0,0,0,0,0,0,0,11,0,6,0,258,0,0,394,10,0,0,0,159,0,29,0,31,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1222
RL-W-D3-2019-9-19-T2,Raffles Lighthouse,RL-W,19,9,2019,3,2,0,0,0,0,0,0,0,0,0,10,36,0,0,103,0,44,21,22,18,0,0,0,0,0,0,0,0,0,22,0,0,0,191,0,0,426,16,0,0,0,34,137,44,0,52,0,0,0,0,17,0,37,0,0,0,0,0,0,0,0,1230
RL-W-D3-2019-9-19-T3,Raffles Lighthouse,RL-W,19,9,2019,3,3,0,0,0,0,5,0,33,0,0,25,0,15,18,0,0,5,18,5,55,139,0,0,0,5,0,0,0,0,12,0,30,0,467,0,0,72,0,0,0,0,66,48,105,0,0,0,0,5,12,62,0,88,19,0,0,0,0,0,0,0,1309
RL-W-D3-2019-9-19-T4,Raffles Lighthouse,RL-W,19,9,2019,3,4,0,0,0,0,0,0,0,0,0,0,176,4,0,116,18,39,25,15,121,0,0,0,25,0,0,0,0,0,12,0,8,0,192,0,0,227,0,0,0,15,17,64,65,0,112,0,0,0,60,97,0,54,20,0,0,0,0,0,0,0,1482
RL-W-D3-2019-9-19-T5,Raffles Lighthouse,RL-W,19,9,2019,3,5,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,92,17,14,184,27,0,0,0,0,0,0,0,0,8,0,66,0,11,0,0,109,0,0,0,127,173,59,84,0,90,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,1096
RL-W-D10-1988-6-23-T1,Raffles Lighthouse,RL-W,23,6,1988,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
RL-W-D10-1988-6-23-T3,Raffles Lighthouse,RL-W,23,6,1988,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
RL-W-D10-1988-6-23-T5,Raffles Lighthouse,RL-W,23,6,1988,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RL-W-D6-1988-8-23-T1,Raffles Lighthouse,RL-W,23,8,1988,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,10,265
RL-W-D6-1988-8-23-T2,Raffles Lighthouse,RL-W,23,8,1988,6,2,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70
RL-W-D6-1988-8-23-T3,Raffles Lighthouse,RL-W,23,8,1988,6,3,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,12,162
RL-W-D6-1988-8-23-T4,Raffles Lighthouse,RL-W,23,8,1988,6,4,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90
RL-W-D6-1988-8-23-T5,Raffles Lighthouse,RL-W,23,8,1988,6,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,150
RL-W-D3-2020-9-23-T1,Raffles Lighthouse,RL-W,23,9,2020,3,1,0,322,0,0,0,0,0,0,0,18,12,9,0,101,0,42,20,0,63,9,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,411,0,0,0,0,25,5,36,0,68,0,0,0,25,53,0,25,7,0,0,0,0,0,0,0,1310
RL-W-D3-2020-9-23-T2,Raffles Lighthouse,RL-W,23,9,2020,3,2,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,38,133,111,0,0,0,35,0,0,0,0,0,0,43,0,313,0,0,386,0,0,0,0,109,322,15,0,120,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1651
RL-W-D3-2020-9-23-T3,Raffles Lighthouse,RL-W,23,9,2020,3,3,0,0,0,0,0,0,0,15,0,19,0,0,0,68,0,30,7,10,144,0,0,0,0,0,0,0,0,0,24,0,55,0,372,0,0,211,48,0,0,26,111,0,54,0,0,0,0,0,0,0,0,105,47,0,0,0,0,0,0,0,1346
RL-W-D3-2020-9-23-T4,Raffles Lighthouse,RL-W,23,9,2020,3,4,0,0,0,0,0,0,0,0,0,16,21,6,0,12,0,0,0,28,220,0,0,0,0,0,0,0,0,0,60,0,37,0,79,0,0,99,0,0,0,0,84,108,81,0,65,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,946
RL-W-D3-2020-9-23-T5,Raffles Lighthouse,RL-W,23,9,2020,3,5,0,2,0,132,0,0,0,0,0,0,21,15,28,77,0,48,0,0,117,0,0,0,0,159,0,0,0,0,0,0,0,0,45,0,0,50,0,0,0,0,79,146,87,0,119,0,0,0,23,33,0,0,0,0,0,0,0,0,0,0,1181
RL-W-D3-2016-12-23-T1,Raffles Lighthouse,RL-W,23,12,2016,3,1,0,99,0,4,0,0,0,0,0,0,15,12,0,94,19,90,0,7,83,6,0,0,12,0,0,5,0,0,0,0,37,0,244,0,0,183,0,4,0,12,30,60,0,0,31,0,0,0,108,39,0,83,0,0,0,0,0,0,5,0,1282
RL-W-D3-2016-12-23-T2,Raffles Lighthouse,RL-W,23,12,2016,3,2,0,0,0,0,0,0,0,0,0,20,0,17,0,87,0,33,0,73,305,11,0,0,0,0,0,0,0,0,37,0,43,0,93,0,0,87,20,0,0,0,105,24,33,0,30,0,0,0,0,0,0,11,0,0,0,0,0,0,58,0,1087
RL-W-D3-2016-12-23-T3,Raffles Lighthouse,RL-W,23,12,2016,3,3,0,24,0,12,0,0,0,45,0,0,99,28,0,89,0,7,0,0,74,0,0,0,0,0,0,0,0,0,22,0,0,0,101,0,0,158,59,0,24,10,256,20,118,0,102,0,0,0,12,0,0,11,16,0,0,0,0,0,24,0,1311
RL-W-D3-2016-12-23-T4,Raffles Lighthouse,RL-W,23,12,2016,3,4,0,0,0,7,0,0,0,0,0,0,190,0,0,0,0,0,0,0,123,55,0,0,0,0,0,0,0,0,62,0,0,0,85,0,0,124,3,0,22,33,344,22,42,0,136,24,0,0,0,0,0,90,27,0,0,0,0,0,0,0,1389
RL-W-D3-2016-12-23-T5,Raffles Lighthouse,RL-W,23,12,2016,3,5,0,27,0,108,0,0,0,0,0,0,0,0,7,54,0,7,0,0,45,38,0,0,0,21,0,0,0,0,32,0,18,0,60,0,0,145,11,0,27,33,53,35,46,0,0,0,10,0,0,33,0,107,51,0,0,0,0,0,0,0,968
RL-W-D0-1988-7-26-T1,Raffles Lighthouse,RL-W,26,7,1988,0,1,0,120,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,60,485,30,0,0,120,30,10,90,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,1160
RL-W-D0-1988-7-26-T2,Raffles Lighthouse,RL-W,26,7,1988,0,2,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1140,70,0,0,0,160,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650
RL-W-D0-1988-7-26-T3,Raffles Lighthouse,RL-W,26,7,1988,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,250,0,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,320,60,0,0,0,70,480,470,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880
RL-W-D0-1988-7-26-T4,Raffles Lighthouse,RL-W,26,7,1988,0,4,0,20,0,0,0,0,0,0,0,0,0,50,0,0,0,140,0,40,0,0,0,0,0,0,0,0,0,0,0,0,30,0,260,0,0,420,160,0,0,0,30,200,150,0,30,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1630
RL-W-D0-1988-7-26-T5,Raffles Lighthouse,RL-W,26,7,1988,0,5,0,80,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,180,0,0,0,0,0,140,110,0,0,0,0,10,0,0,0,50,0,0,0,0,0,0,0,0,870
RL-W-D3-2017-11-29-T1,Raffles Lighthouse,RL-W,29,11,2017,3,1,0,0,0,0,0,0,47,30,0,0,20,0,0,44,0,20,11,0,135,71,0,0,0,15,0,0,0,0,38,0,0,0,157,0,0,32,48,0,0,30,254,241,6,0,13,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,1277
RL-W-D3-2017-11-29-T2,Raffles Lighthouse,RL-W,29,11,2017,3,2,0,0,0,15,0,0,10,0,0,0,35,95,7,0,0,49,23,18,70,0,0,0,0,20,0,13,0,0,0,0,20,0,116,0,0,346,17,0,30,0,109,71,130,0,22,0,0,0,0,56,0,15,0,0,0,0,0,0,0,0,1287
RL-W-D3-2017-11-29-T3,Raffles Lighthouse,RL-W,29,11,2017,3,3,0,25,0,0,0,0,0,0,0,5,32,6,60,0,0,37,0,0,168,0,0,0,0,35,0,0,0,0,23,0,28,0,98,0,0,73,39,0,0,0,76,57,58,0,114,0,0,0,15,0,0,13,0,0,0,0,0,10,17,0,989
RL-W-D3-2017-11-29-T4,Raffles Lighthouse,RL-W,29,11,2017,3,4,0,26,0,0,0,0,0,0,0,0,0,7,0,65,0,17,0,17,274,21,0,0,0,76,0,0,0,0,0,0,103,0,72,0,0,199,0,0,60,0,34,49,0,0,167,0,0,0,0,35,0,20,40,0,0,0,0,0,0,0,1282
RL-W-D3-2017-11-29-T5,Raffles Lighthouse,RL-W,29,11,2017,3,5,0,0,0,0,0,0,0,0,0,6,210,0,0,153,0,8,0,0,28,0,0,0,25,0,0,12,0,0,0,0,7,0,83,0,0,214,0,0,0,43,59,50,90,0,40,0,0,0,0,10,0,58,100,0,0,0,0,0,0,0,1196
SJ-NW-D3-2016-8-8-T1,St John Island,SJ-NW,8,8,2016,3,1,0,0,0,0,0,0,0,0,0,5,0,56,91,0,0,47,7,0,0,16,0,0,0,24,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,145,6,50,0,0,0,10,0,0,0,0,41,0,0,0,0,0,0,15,0,560
SJ-NW-D3-2016-8-8-T2,St John Island,SJ-NW,8,8,2016,3,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,30,0,10,0,16,0,0,14,0,25,0,0,0,0,0,0,20,0,159
SJ-NW-D3-2016-8-8-T3,St John Island,SJ-NW,8,8,2016,3,3,0,25,0,20,0,0,0,0,0,33,12,19,0,55,0,36,0,5,0,20,0,0,0,14,0,0,0,0,0,0,17,0,20,0,0,0,5,0,0,0,30,0,76,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,28,0,442
SJ-NW-D3-2016-8-8-T4,St John Island,SJ-NW,8,8,2016,3,4,0,0,0,35,0,0,0,0,0,0,0,29,0,0,0,56,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,42,121,0,72,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,501
SJ-NW-D3-2016-8-8-T5,St John Island,SJ-NW,8,8,2016,3,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,49,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,91,0,68,0,23,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,359
SJ-NW-D3-2018-9-20-T1,St John Island,SJ-NW,20,9,2018,3,1,0,0,0,0,0,0,0,0,0,2,0,6,7,0,0,53,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,0,0,0,42,13,30,0,0,0,0,0,0,34,0,65,42,0,0,0,0,0,0,0,371
SJ-NW-D3-2018-9-20-T2,St John Island,SJ-NW,20,9,2018,3,2,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,67,0,0,0,0,0,0,0,0,0,59,0,27,0,0,0,0,0,62,0,0,0,0,0,115,0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,8,0,381
SJ-NW-D3-2018-9-20-T3,St John Island,SJ-NW,20,9,2018,3,3,0,11,0,0,0,0,0,0,0,0,14,23,0,22,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,21,0,0,0,0,0,15,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
SJ-NW-D3-2018-9-20-T4,St John Island,SJ-NW,20,9,2018,3,4,0,0,0,31,0,0,0,0,0,13,0,33,0,65,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,69,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,28,0,314
SJ-NW-D3-2018-9-20-T5,St John Island,SJ-NW,20,9,2018,3,5,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,66,0,0,15,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,12,0,0,0,8,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,206
SJ-S-D3-2016-8-24-T1,St John Island,SJ-S,24,8,2016,3,1,0,0,0,0,0,0,0,0,0,0,0,29,0,39,0,45,0,0,24,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,0,43,0,0,0,0,0,37,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,282
SJ-S-D3-2016-8-24-T2,St John Island,SJ-S,24,8,2016,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,147,0,0,0,0,0,70,0,0,0,0,0,0,33,0,20,10,0,0,0,0,0,35,0,378
SJ-S-D3-2016-8-24-T3,St John Island,SJ-S,24,8,2016,3,3,0,8,0,30,0,0,0,0,0,12,0,27,35,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,36,0,0,72,17,0,0,0,37,42,54,0,0,0,0,0,0,0,0,92,57,0,0,0,0,0,28,0,630
SJ-S-D3-2016-8-24-T4,St John Island,SJ-S,24,8,2016,3,4,0,0,0,0,0,0,0,0,0,0,0,20,25,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,14,0,0,0,12,0,40,0,45,0,0,0,0,10,0,60,168,0,0,0,0,0,0,0,487
SJ-S-D3-2016-8-24-T5,St John Island,SJ-S,24,8,2016,3,5,0,0,0,0,0,0,16,0,0,56,0,11,19,0,0,113,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,40,0,0,0,6,0,0,0,0,45,0,0,0,0,0,0,7,0,419
SS-N-D3-2017-10-4-T1,Sultan Shoal,SS-N,4,10,2017,3,1,0,0,0,0,0,0,0,9,0,11,0,12,0,0,0,12,0,3,0,11,0,0,0,0,0,6,0,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,28,0,22,0,0,0,0,49,0,0,0,0,0,0,0,0,102,0,300
SS-N-D3-2017-10-4-T2,Sultan Shoal,SS-N,4,10,2017,3,2,0,0,0,0,0,0,0,0,0,15,0,35,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,7,0,23,0,11,0,0,0,0,0,0,0,0,10,12,0,45,0,0,0,0,47,0,13,5,0,0,0,0,0,184,0,450
SS-N-D3-2017-10-4-T3,Sultan Shoal,SS-N,4,10,2017,3,3,41,0,0,0,0,0,0,0,0,0,0,28,0,0,0,39,0,0,0,4,0,0,0,7,0,25,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,18,0,0,32,0,0,0,0,0,90,0,355
SS-N-D3-2017-10-4-T4,Sultan Shoal,SS-N,4,10,2017,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,35,0,13,0,0,0,0,0,0,0,0,216
SS-N-D3-2017-10-4-T5,Sultan Shoal,SS-N,4,10,2017,3,5,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,153,0,0,0,11,0,0,0,0,0,0,0,0,22,0,20,0,0,0,0,0,0,0,0,0,0,11,28,0,19,0,0,0,0,47,0,0,0,0,0,0,0,0,152,0,498
SS-S-D3-2016-10-20-T1,Sultan Shoal,SS-S,20,10,2016,3,1,0,0,0,0,12,0,0,0,0,0,0,5,0,160,0,26,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,86,6,39,0,0,0,0,0,0,127,0,10,0,0,0,0,0,0,60,0,557
SS-S-D3-2016-10-20-T2,Sultan Shoal,SS-S,20,10,2016,3,2,0,0,0,0,0,0,0,0,0,0,5,51,27,0,0,42,0,40,22,0,0,0,0,0,0,3,0,0,18,0,8,0,72,0,0,0,0,0,0,0,5,112,43,0,35,0,0,0,0,22,0,20,0,0,0,0,0,0,82,0,607
SS-S-D3-2016-10-20-T3,Sultan Shoal,SS-S,20,10,2016,3,3,0,0,0,0,0,0,0,0,0,26,0,65,40,0,0,15,0,0,0,34,0,0,9,5,0,20,0,0,13,0,20,0,5,0,0,8,10,0,0,0,0,108,117,0,20,0,0,0,0,203,0,33,0,0,0,0,0,0,0,0,751
SS-S-D3-2016-10-20-T4,Sultan Shoal,SS-S,20,10,2016,3,4,0,0,0,0,0,0,0,0,0,9,10,29,0,0,0,70,10,9,0,0,0,0,0,0,0,9,5,0,85,0,10,0,37,0,0,0,0,0,0,21,0,0,22,0,50,0,10,0,0,95,0,49,64,3,0,0,0,0,193,0,790
SS-S-D3-2016-10-20-T5,Sultan Shoal,SS-S,20,10,2016,3,5,0,0,0,0,0,0,0,0,0,24,0,0,0,52,0,79,0,13,36,9,0,0,0,0,0,0,0,0,0,0,6,0,32,0,0,0,0,0,0,0,18,0,207,0,70,18,12,0,0,82,0,40,20,0,0,0,0,0,104,0,822
TM-E-D0-2016-7-28-T1,Tanah Merah,TM-E,28,7,2016,0,1,0,0,0,0,0,0,0,0,0,62,0,79,0,0,0,23,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,83,0,0,0,9,321,0,147,0,0,0,0,0,0,159,0,906
