Code,Location,Site,Day,Month,Year,Depth,Replicate,Acanthastrea,Acropora,Alveopora,Astreopora,Caulastraea,Cladopsammia,Coscinaraea,Ctenactis,Cycloseris,Cyphastrea,Diploastrea,Dipsastraea,Echinophyllia,Echinopora,Euphyllia,Favites,Fungia,Galaxea,Goniastrea,Goniopora,Heliofungia,Heliopora,Herpolitha,Hydnophora,Isopora,Leptastrea,Leptoria,Leptoseris,Lithophyllon,Lobactis,Lobophyllia,Madracis,Merulina,Micromussa,Millepora,Montipora,Mycedium,Oulastrea,Oulophyllia,Oxypora,Pachyseris,Pavona,Pectinia,Physogyra,Platygyra,Plerogyra,Plesiastrea,Pleuractis,Pocillopora,Podabacia,Polyphyllia,Porites,Psammocora,Pseudosiderastrea,Scapophyllia,Stylocoeniella,Trachyphyllia,Tubastraea,Turbinaria,Unknown,Total
PSL-SE-D3-2019-11-8-T2,Pulau Subar Laut,PSL-SE,8,11,2019,3,2,8,0,0,0,0,0,0,0,0,0,207,13,0,0,0,25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,35,0,22,0,0,18,0,0,0,93,67,0,0,0,137,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,669
PSL-SE-D3-2019-11-8-T3,Pulau Subar Laut,PSL-SE,8,11,2019,3,3,0,10,0,0,0,0,0,0,0,11,25,0,0,92,0,53,0,6,126,0,0,0,0,0,0,0,0,0,8,0,32,0,58,0,0,0,0,0,0,97,37,0,0,0,163,0,0,0,0,44,0,6,0,0,0,0,0,0,43,0,811
PSL-SE-D3-2019-11-8-T4,Pulau Subar Laut,PSL-SE,8,11,2019,3,4,0,0,0,0,0,0,0,17,0,15,25,13,0,35,0,53,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,36,0,0,0,0,187,33,15,0,65,19,0,0,0,0,0,34,0,0,0,0,0,0,0,0,682
PSL-SE-D3-2019-11-8-T5,Pulau Subar Laut,PSL-SE,8,11,2019,3,5,0,0,0,98,0,0,0,0,0,0,0,80,0,0,0,37,0,0,166,0,0,0,0,0,0,0,115,0,0,0,110,0,134,0,0,0,0,0,87,0,84,22,0,0,0,0,0,0,0,90,0,8,0,0,0,0,0,0,0,0,1031
PSL-SE-D3-2015-12-8-T1,Pulau Subar Laut,PSL-SE,8,12,2015,3,1,0,0,0,0,0,0,0,0,0,16,95,45,25,110,0,48,0,0,30,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,15,0,0,0,0,267,0,48,0,101,0,0,0,0,0,0,25,0,0,0,0,0,0,17,0,867
PSL-SE-D3-2015-12-8-T2,Pulau Subar Laut,PSL-SE,8,12,2015,3,2,0,5,0,0,0,0,0,24,0,35,0,10,0,0,0,45,0,0,100,25,0,0,0,0,0,0,0,0,91,0,0,0,10,0,0,40,0,0,0,0,120,0,5,0,57,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,617
PSL-SE-D3-2015-12-8-T3,Pulau Subar Laut,PSL-SE,8,12,2015,3,3,0,0,0,0,0,0,0,0,0,15,0,29,0,110,10,55,0,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,25,0,0,0,0,0,0,78,0,103,0,0,0,0,0,0,20,0,0,0,0,0,0,55,0,747
PSL-SE-D3-2015-12-8-T4,Pulau Subar Laut,PSL-SE,8,12,2015,3,4,40,0,0,0,0,0,0,0,0,25,0,16,0,90,0,166,0,0,175,0,0,0,0,19,0,0,0,0,10,0,0,0,10,0,0,0,90,0,0,0,185,0,15,0,149,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,1038
PSL-SE-D3-2015-12-8-T5,Pulau Subar Laut,PSL-SE,8,12,2015,3,5,0,0,0,20,0,0,0,0,0,25,0,32,104,0,0,192,0,0,65,0,0,0,0,15,0,0,0,0,12,0,15,0,18,0,0,35,5,0,0,0,200,0,40,0,289,0,0,0,0,15,0,50,0,0,0,0,0,0,60,0,1192
PSL-SE-D3-2018-10-22-T1,Pulau Subar Laut,PSL-SE,22,10,2018,3,1,0,0,0,0,0,0,0,0,0,0,0,7,82,11,17,25,0,13,79,0,0,0,0,0,0,0,52,0,0,0,0,0,50,0,0,42,0,0,0,0,55,0,31,0,139,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,637
PSL-SE-D3-2018-10-22-T2,Pulau Subar Laut,PSL-SE,22,10,2018,3,2,0,0,0,0,0,0,0,0,0,17,0,42,45,0,0,85,0,0,84,0,0,0,0,0,0,0,26,0,6,0,70,0,6,0,0,0,79,0,0,0,67,0,40,0,52,0,0,0,0,56,0,55,0,0,0,0,0,0,135,0,865
PSL-SE-D3-2018-10-22-T3,Pulau Subar Laut,PSL-SE,22,10,2018,3,3,8,0,0,0,0,0,0,0,0,0,197,17,0,24,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,59,0,0,0,0,54,36,0,0,13,0,0,0,0,0,0,17,0,0,0,0,0,0,45,0,506
PSL-SE-D3-2018-10-22-T4,Pulau Subar Laut,PSL-SE,22,10,2018,3,4,28,0,0,0,0,0,0,0,0,0,281,0,0,60,0,64,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,688
PSL-SE-D3-2018-10-22-T5,Pulau Subar Laut,PSL-SE,22,10,2018,3,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,14,0,0,0,0,0,0,0,56,0,0,0,22,0,31,0,0,106,0,0,0,0,93,0,39,0,30,0,0,0,14,0,0,50,0,0,0,0,0,0,52,0,537
TKK-W-D3-2016-12-8-T1,Pulau Tekukor,TKK-W,8,12,2016,3,1,0,0,0,0,0,0,0,0,0,0,0,23,0,45,10,24,0,10,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,108,0,16,0,0,0,0,0,0,65,0,0,0,0,0,0,15,0,371
TKK-W-D3-2016-12-8-T2,Pulau Tekukor,TKK-W,8,12,2016,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,33,0,0,0,0,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,126
TKK-W-D3-2016-12-8-T3,Pulau Tekukor,TKK-W,8,12,2016,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,15,0,0,0,4,0,0,20,0,34,0,0,0,0,0,0,0,0,177
TKK-W-D3-2016-12-8-T4,Pulau Tekukor,TKK-W,8,12,2016,3,4,0,0,0,0,0,0,0,0,0,0,326,10,30,0,15,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,453
TKK-W-D3-2016-12-8-T5,Pulau Tekukor,TKK-W,8,12,2016,3,5,0,0,0,0,0,0,0,0,0,0,8,6,45,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,42,0,171
TKK-W-D3-2019-1-11-T1,Pulau Tekukor,TKK-W,11,1,2019,3,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,35,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,15,0,49,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,336
TKK-W-D3-2019-1-11-T2,Pulau Tekukor,TKK-W,11,1,2019,3,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,62,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,10,20,0,0,10,0,0,0,0,0,43,0,0,0,0,0,0,0,0,201
TKK-W-D3-2019-1-11-T3,Pulau Tekukor,TKK-W,11,1,2019,3,3,0,0,0,39,0,0,0,0,0,47,12,0,0,85,0,19,0,0,0,23,0,0,0,0,0,0,0,0,12,0,0,0,62,0,0,0,32,0,0,0,88,0,31,0,55,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,563
TKK-W-D3-2019-1-11-T4,Pulau Tekukor,TKK-W,11,1,2019,3,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,23,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,108,0,0,0,11,0,41,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,75,0,334
TKK-W-D3-2019-1-11-T5,Pulau Tekukor,TKK-W,11,1,2019,3,5,0,0,0,0,0,0,0,0,0,5,0,0,23,0,0,17,6,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,66,0,0,0,5,0,0,191,60,0,24,0,0,0,0,0,0,0,0,9,0,4,0,0,0,35,76,0,546
TKK-W-D3-2020-1-29-T1,Pulau Tekukor,TKK-W,29,1,2020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,18,0,64,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
TKK-W-D3-2020-1-29-T2,Pulau Tekukor,TKK-W,29,1,2020,3,2,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,490
TKK-W-D3-2020-1-29-T3,Pulau Tekukor,TKK-W,29,1,2020,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,30,0,0,0,25,0,0,0,0,0,0,0,0,96,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,260
TKK-W-D3-2020-1-29-T4,Pulau Tekukor,TKK-W,29,1,2020,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25,0,31,0,0,40,0,0,0,0,12,0,5,0,22,0,35,0,0,20,0,38,0,0,0,0,0,0,75,0,381
TKK-W-D3-2020-1-29-T5,Pulau Tekukor,TKK-W,29,1,2020,3,5,0,0,0,32,0,0,0,0,0,0,15,31,0,98,0,55,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,5,0,0,0,44,0,0,0,22,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,387
RL-E-D10-1987-10-8-T1,Raffles Lighthouse,RL-E,8,10,1987,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,4,154
RL-E-D10-1987-10-8-T2,Raffles Lighthouse,RL-E,8,10,1987,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5
RL-E-D10-1987-10-8-T3,Raffles Lighthouse,RL-E,8,10,1987,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
RL-E-D10-1987-10-8-T4,Raffles Lighthouse,RL-E,8,10,1987,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200
RL-E-D6-1988-5-12-T1,Raffles Lighthouse,RL-E,12,5,1988,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
RL-E-D6-1988-5-12-T2,Raffles Lighthouse,RL-E,12,5,1988,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,334
RL-E-D6-1988-5-12-T3,Raffles Lighthouse,RL-E,12,5,1988,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,25,120
RL-E-D6-1988-5-12-T4,Raffles Lighthouse,RL-E,12,5,1988,6,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,53,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,80,0,225
RL-E-D6-1988-5-12-T5,Raffles Lighthouse,RL-E,12,5,1988,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,36
RL-E-D3-1991-10-22-T1,Raffles Lighthouse,RL-E,22,10,1991,3,1,0,0,0,0,0,0,0,0,0,0,58,15,0,58,0,32,0,0,12,0,0,81,0,271,0,0,0,0,0,0,0,0,75,0,0,260,0,0,0,0,86,15,62,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,12,1083
RL-E-D3-1991-10-22-T2,Raffles Lighthouse,RL-E,22,10,1991,3,2,0,0,0,0,0,0,0,0,0,0,0,11,0,52,18,0,0,31,0,0,0,47,0,48,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,89,0,63,0,28,0,0,0,0,39,0,53,0,0,0,0,0,0,0,14,688
RL-E-D3-1991-10-22-T3,Raffles Lighthouse,RL-E,22,10,1991,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,285,0,0,0,0,10,0,33,0,21,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,549
RL-E-D3-1991-10-22-T4,Raffles Lighthouse,RL-E,22,10,1991,3,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,14,0,0,0,0,0,141,0,0,0,0,0,0,25,0,0,0,0,269,0,0,0,0,113,0,50,0,0,0,0,0,0,56,0,86,22,0,0,0,0,0,0,0,799
RL-E-D3-1991-10-22-T5,Raffles Lighthouse,RL-E,22,10,1991,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,19,0,0,0,0,0,0,0,0,22,0,0,60,0,0,0,0,147,0,132,0,34,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,636
RL-E-D10-1991-10-22-T1,Raffles Lighthouse,RL-E,22,10,1991,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,25,37
RL-E-D10-1991-10-22-T2,Raffles Lighthouse,RL-E,22,10,1991,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
RL-E-D10-1991-10-22-T3,Raffles Lighthouse,RL-E,22,10,1991,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36
RL-E-D10-1991-10-22-T4,Raffles Lighthouse,RL-E,22,10,1991,10,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25
RL-E-D10-1991-10-22-T5,Raffles Lighthouse,RL-E,22,10,1991,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62
RL-E-D0-1991-10-23-T1,Raffles Lighthouse,RL-E,23,10,1991,0,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,36,60,25,0,174,0,50,0,0,0,0,0,0,0,0,73,0,90,775,0,0,0,0,24,45,40,0,117,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,1678
RL-E-D0-1991-10-23-T2,Raffles Lighthouse,RL-E,23,10,1991,0,2,0,107,0,0,0,0,0,0,0,13,0,0,0,0,0,27,21,25,0,20,0,38,0,60,0,0,0,0,0,0,0,0,76,0,79,617,25,0,0,0,0,45,41,0,0,0,0,0,34,0,0,131,0,0,0,0,0,0,0,0,1359
RL-E-D0-1991-10-23-T3,Raffles Lighthouse,RL-E,23,10,1991,0,3,24,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,60,0,0,30,0,48,0,0,0,0,0,0,0,0,0,0,0,932,20,0,0,0,0,0,42,0,48,0,0,0,20,0,0,82,0,0,15,0,0,0,0,23,1602
RL-E-D0-1991-10-23-T4,Raffles Lighthouse,RL-E,23,10,1991,0,4,0,172,0,0,0,0,0,13,0,0,0,0,0,0,0,53,0,94,35,0,0,266,8,18,0,0,0,0,0,0,87,0,133,0,0,565,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,30,18,0,0,0,0,0,0,0,1568
RL-E-D0-1991-10-23-T5,Raffles Lighthouse,RL-E,23,10,1991,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,69,0,414,32,0,0,296,0,81,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,1348
RL-E-D6-1991-10-23-T1,Raffles Lighthouse,RL-E,23,10,1991,6,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,4,28,159
RL-E-D6-1991-10-23-T2,Raffles Lighthouse,RL-E,23,10,1991,6,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,83,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,176,0,414
RL-E-D6-1991-10-23-T3,Raffles Lighthouse,RL-E,23,10,1991,6,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,30,0,0,0,0,0,17,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,155
RL-E-D6-1991-10-23-T4,Raffles Lighthouse,RL-E,23,10,1991,6,4,0,0,0,0,0,0,0,0,0,48,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,89,0,32,0,0,0,0,12,0,0,0,35,0,0,0,0,0,0,0,12,276
RL-E-D6-1991-10-23-T5,Raffles Lighthouse,RL-E,23,10,1991,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,40,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
RL-E-D3-1987-9-25-T1,Raffles Lighthouse,RL-E,25,9,1987,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
RL-E-D3-1987-9-25-T2,Raffles Lighthouse,RL-E,25,9,1987,3,2,0,45,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,40,0,0,30,0,10,0,0,0,10,0,0,0,0,30,0,0,230,85,0,0,0,60,0,20,0,0,40,0,0,0,0,0,45,0,0,0,0,0,0,0,0,665
RL-E-D3-1987-9-25-T3,Raffles Lighthouse,RL-E,25,9,1987,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,170,0,40,0,0,0,40,0,0,0,0,65,0,5,395,15,0,0,0,45,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,15,0,0,860
RL-E-D3-1987-9-25-T4,Raffles Lighthouse,RL-E,25,9,1987,3,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,115,0,55,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,40,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,740
RL-E-D3-1987-9-25-T5,Raffles Lighthouse,RL-E,25,9,1987,3,5,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,15,20,0,15,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
RL-E-D0-1988-5-26-T1,Raffles Lighthouse,RL-E,26,5,1988,0,1,0,0,0,0,0,0,0,0,0,35,25,0,0,0,0,60,0,0,0,0,0,150,0,50,0,0,0,0,0,0,0,0,50,0,0,525,0,0,0,0,0,35,120,0,60,20,0,0,30,0,0,100,0,0,0,0,0,0,0,5,1265
RL-E-D0-1988-5-26-T2,Raffles Lighthouse,RL-E,26,5,1988,0,2,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,15,0,365,0,0,0,210,0,40,0,0,0,0,0,0,0,0,80,0,0,245,0,0,0,0,0,30,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,70,0,1265
RL-E-D0-1988-5-26-T3,Raffles Lighthouse,RL-E,26,5,1988,0,3,0,0,0,0,0,0,0,0,30,0,0,60,0,0,0,90,0,60,350,0,0,95,30,50,0,0,0,0,10,0,40,60,20,0,0,420,0,0,0,0,0,30,105,0,0,0,0,0,30,0,0,30,190,0,30,0,0,0,0,0,1730
RL-E-D0-1988-5-26-T4,Raffles Lighthouse,RL-E,26,5,1988,0,4,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,40,150,0,0,30,0,10,0,0,0,0,30,0,0,0,0,0,0,720,0,0,0,0,0,0,20,0,0,0,0,0,90,0,0,330,130,0,0,0,0,0,0,0,1600
RL-E-D0-1988-5-26-T5,Raffles Lighthouse,RL-E,26,5,1988,0,5,0,85,0,0,0,0,0,0,0,0,0,10,0,5,0,70,0,15,220,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,709,20,0,0,95,0,0,155,0,10,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,1579
RL-W-D3-2018-8-3-T1,Raffles Lighthouse,RL-W,3,8,2018,3,1,0,0,0,0,0,0,50,0,0,0,0,5,0,40,0,29,15,34,201,72,0,0,0,0,0,0,0,0,5,0,60,0,52,0,0,169,0,0,0,84,290,196,73,0,48,0,0,0,4,14,0,5,0,0,0,0,0,0,0,0,1446
RL-W-D3-2018-8-3-T2,Raffles Lighthouse,RL-W,3,8,2018,3,2,10,43,0,0,0,0,0,33,0,17,22,0,0,54,16,83,11,0,83,38,0,0,15,0,0,15,0,0,34,0,11,0,137,0,0,275,0,0,0,0,75,30,72,0,0,17,0,0,70,0,0,39,0,0,0,0,0,0,0,0,1200
RL-W-D3-2018-8-3-T3,Raffles Lighthouse,RL-W,3,8,2018,3,3,0,0,0,0,0,0,0,0,0,10,23,8,0,0,0,95,0,15,163,0,0,0,0,14,0,6,0,0,0,0,33,0,0,0,0,112,0,0,0,0,106,21,35,0,79,25,0,0,0,21,0,38,0,0,0,0,0,0,29,0,833
RL-W-D3-2018-8-3-T4,Raffles Lighthouse,RL-W,3,8,2018,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,74,0,5,0,11,114,9,0,0,0,113,0,0,0,0,0,0,0,0,80,0,0,344,5,0,66,42,103,46,12,0,23,0,0,0,0,31,0,104,0,0,0,0,0,0,0,0,1186
RL-W-D3-2018-8-3-T5,Raffles Lighthouse,RL-W,3,8,2018,3,5,0,0,0,20,0,0,0,57,0,0,218,13,0,115,0,0,0,7,0,0,0,0,9,0,0,0,0,0,31,0,8,0,90,0,0,151,34,0,39,30,143,5,78,0,77,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1143
RL-W-D3-1991-11-13-T1,Raffles Lighthouse,RL-W,13,11,1991,3,1,0,0,0,0,0,0,0,0,10,0,0,24,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,32,88,40,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,359
RL-W-D3-1991-11-13-T2,Raffles Lighthouse,RL-W,13,11,1991,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,81,0,0,0,0,38,0,41,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,39,0,859
RL-W-D3-1991-11-13-T3,Raffles Lighthouse,RL-W,13,11,1991,3,3,0,0,0,0,0,0,0,0,0,11,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,67,0,0,0,0,17,112,101,0,0,0,0,0,0,10,0,88,0,0,0,0,0,0,714,0,1151
RL-W-D3-1991-11-13-T4,Raffles Lighthouse,RL-W,13,11,1991,3,4,0,0,0,0,0,0,0,0,0,12,146,7,11,0,0,42,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,93,21,131,44,0,0,0,0,0,0,39,0,191,15,0,0,0,0,17,23,0,846
RL-W-D3-1991-11-13-T5,Raffles Lighthouse,RL-W,13,11,1991,3,5,0,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,51,0,0,0,0,19,330,94,0,0,26,0,0,0,0,0,117,0,0,0,0,0,0,0,80,803
RL-W-D10-1991-11-13-T1,Raffles Lighthouse,RL-W,13,11,1991,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27
RL-W-D10-1991-11-13-T3,Raffles Lighthouse,RL-W,13,11,1991,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,53
