Core,Site,DepthConsolidated,AgeConsolidated500,Age,Acropora,Montipora,Euphyllia,Goniopora,Porites,Merulinidae,Unknown,Heliopora,Fungia,Diploastrea,Tubastrea,Astreopora,Echinophyllia,Pachyseris,Turbinaria,Pavona,Oxypora,Podabacia,Pseudosiderastrea,Psammocora
SL01,SL,25,7500,7470,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,30,7500,7480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,35,7500,7490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,40,8000,7501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,45,8000,7511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,50,8000,7521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,55,8000,7531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,60,8000,7541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,65,8000,7550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,70,8000,7561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,75,8000,7571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,80,8000,7581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,85,8000,7591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,SL,90,8000,7601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
