Core,Site,DepthConsolidated,AgeConsolidated500,Age,Acropora,Montipora,Euphyllia,Goniopora,Porites,Merulinidae,Unknown,Heliopora,Fungia,Diploastrea,Tubastrea,Astreopora,Echinophyllia,Pachyseris,Turbinaria,Pavona,Oxypora,Podabacia,Pseudosiderastrea,Psammocora
SL01,SL,95,8000,7602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,10,7500,7123,0,0,0,0.790714995,0,0,0.152681231,0,0,0,0,0,0,0.056603774,0,0,0,0,0,0
SL02,SL,15,7500,7148,0,0,0,0.600877193,0,0,0.399122807,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,20,7500,7174,0,0,0,0.910839511,0.089160489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,25,7500,7199,0,0,0,0.966433715,0,0,0.033566285,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,30,7500,7224,0,0,0,0.950631032,0,0,0.049368968,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,35,7500,7251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,40,7500,7278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,45,7500,7306,0,0,0.091078587,0.763400764,0.145520649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,50,7500,7334,0,0,0.943961952,0,0,0,0.056038048,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,55,7500,7362,0,0,0.913184864,0.021482065,0,0,0,0.065333071,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,60,7500,7387,0,0,0.881252719,0,0,0,0.118747281,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,65,7500,7413,0,0,0.801598496,0,0,0,0,0.198401504,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,70,7500,7439,0,0,0.135021097,0,0,0,0,0.864978903,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,75,7500,7465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,80,7500,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,85,8000,7517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,90,8000,7543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,95,8000,7569,0,0.901167758,0,0,0,0,0,0,0,0,0,0,0.098832242,0,0,0,0,0,0,0
SL02,SL,100,8000,7596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,105,8000,7621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,110,8000,7645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,115,8000,7669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,120,8000,7693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,125,8000,7717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,130,8000,7741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,135,8000,7765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,SL,140,8000,7770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,15,7500,7435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,20,7500,7460,0,0,0.818061089,0,0.181938911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,25,7500,7485,0,0,0.759217457,0,0,0,0.240782543,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,30,8000,7510,0,0,0.211681944,0,0,0,0.242805372,0,0,0,0,0,0.545512684,0,0,0,0,0,0,0
SL03,SL,35,8000,7535,0,0,0.814063985,0,0,0,0.185936015,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,40,8000,7560,0,0,0.551371571,0,0,0,0.448628429,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,45,8000,7584,0,0,0.893292683,0,0,0,0.106707317,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,50,8000,7608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,55,8000,7632,0,0,0.208462826,0.791537174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,60,8000,7658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,65,8000,7682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,SL,70,8000,7707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,10,4500,4038,0,0,0,0,0,0.208972393,0.235812883,0,0,0,0,0,0.555214724,0,0,0,0,0,0,0
SM01,SM,15,4500,4062,0.15585443,0.799525316,0,0,0,0,0,0,0,0,0,0,0.044620253,0,0,0,0,0,0,0
SM01,SM,20,4500,4088,0,0.657754011,0,0,0,0.342245989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,25,4500,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,30,4500,4139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,35,4500,4162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,40,4500,4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,45,4500,4213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,50,4500,4238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,55,4500,4261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,60,4500,4286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,65,4500,4311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,70,4500,4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,75,4500,4361,0,0.359649123,0,0,0.414642375,0,0,0,0,0,0,0,0,0.225708502,0,0,0,0,0,0
SM01,SM,80,4500,4385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,85,4500,4410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,90,4500,4434,0,0,0,0,0,0,0.236747851,0,0,0,0,0,0,0,0.62034384,0.142908309,0,0,0,0
SM01,SM,95,4500,4458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,100,4500,4482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,105,5000,4506,0,0,0,0.219094247,0,0,0.780905753,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,110,5000,4529,0,0.04001549,0.705692526,0.161352782,0,0,0.092939202,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,115,5000,4551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,120,5000,4574,0.301954733,0,0,0,0,0,0.698045267,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,125,5000,4597,0,0,0,0.90910919,0.09089081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,130,5000,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,135,5000,4643,0,0,0,0.189435337,0.275956284,0.534608379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,140,5000,4665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,145,5000,4688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,150,5000,4711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SM01,SM,155,5000,4734,0,0,0,0,0.860383944,0,0,0,0,0.139616056,0,0,0,0,0,0,0,0,0,0
SM01,SM,160,5000,4757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,165,5000,4780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,170,5000,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,175,5000,4825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,180,5000,4853,0,0,0,0,0.452325581,0.547674419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,185,5000,4880,0,0,0,0,0.317732558,0.682267442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,190,5000,4907,0,0,0,0,0.913385827,0.086614173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,195,5000,4933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,200,5000,4959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,205,5500,4989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,210,5500,5013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,215,5500,5035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,220,5500,5040,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,225,5500,5068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,230,5500,5097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,235,5500,5125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,240,5500,5151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM01,SM,245,5500,5178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,15,7500,7266,0,0.858605004,0,0,0,0,0.141394996,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,20,7500,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,25,7500,7316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,30,7500,7341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,35,7500,7366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,40,7500,7390,0,0,0,0,0.379726206,0.309973924,0.31029987,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,45,7500,7417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,50,7500,7443,0.537607891,0,0,0,0.462392109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,55,7500,7469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,60,7500,7495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,65,8000,7521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,70,8000,7546,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,75,8000,7572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,80,8000,7598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,85,8000,7622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,90,8000,7646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,95,8000,7670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM02,SM,100,8000,7693,0,0,0,0,0.956449059,0,0.043550941,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,15,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,20,8000,7537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,25,8000,7547,0,0,0,0,0.884530212,0,0.115469788,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,30,8000,7553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,35,8000,7569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,40,8000,7580,0,0,0,0,0.879802956,0,0.120197044,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,45,8000,7591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,50,8000,7603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,55,8000,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,60,8000,7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,65,8000,7637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,70,8000,7649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,75,8000,7660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,80,8000,7671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,85,8000,7682,0,0,0,0,0.597585513,0.402414487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,90,8000,7692,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,95,8000,7702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,100,8000,7713,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,105,8000,7722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,110,8000,7732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,115,8000,7741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,120,8000,7751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,125,8000,7761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,130,8000,7770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,135,8000,7780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,140,8000,7789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,145,8000,7800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,150,8000,7808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,155,8000,7818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,160,8000,7828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,165,8000,7837,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,170,8000,7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,175,8000,7856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,180,8000,7864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,185,8000,7873,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,190,8000,7883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,195,8000,7893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,200,8000,7904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,205,8000,7913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,210,8000,7922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,215,8000,7932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,SM,220,8000,7933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,15,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,20,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,25,6500,6443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,30,6500,6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,35,6500,6462,0,0,0,0.065170479,0.891670263,0.043159258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,40,6500,6472,0,0.066906845,0,0,0.933093155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,45,6500,6482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,50,6500,6492,0,0,0,0,0.839053254,0,0.160946746,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,55,7000,6502,0,0,0,0,0.972872681,0.027127319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,60,7000,6512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,65,7000,6521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,70,7000,6531,0,0,0,0,0.975897921,0.024102079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,75,7000,6542,0,0.021417445,0,0,0.978582555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,80,7000,6552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,85,7000,6562,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,90,7000,6573,0,0,0,0,0,0.831220814,0.168779186,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,95,7000,6583,0,0,0,0,0.349264706,0.650735294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,100,7000,6593,0,0,0,0,0.330843116,0.669156884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,105,7000,6603,0,0,0,0,0.801059135,0.198940865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,110,7000,6613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,115,7000,6623,0,0,0,0,0.132151151,0.867848849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,120,7000,6633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,125,7000,6644,0,0.442487419,0.557512581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,130,7000,6654,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,135,7000,6664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,140,7000,6674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,145,7000,6685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,150,7000,6695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,155,7000,6706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,160,7000,6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,165,7000,6727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,170,7000,6737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,175,7000,6747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,180,7000,6757,0,0,0,0,0.757834758,0,0.242165242,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,185,7000,6767,0,0,0,0,0.699609616,0.300390384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,190,7000,6777,0.292203806,0,0,0.031921424,0.103744629,0.012277471,0,0,0,0,0,0,0,0,0,0.55985267,0,0,0,0
SM04,SM,195,7000,6788,0,0,0,0,0.030325174,0,0,0,0,0,0,0,0,0,0,0.969674826,0,0,0,0
SM04,SM,200,7000,6798,0,0,0,0,0.301009627,0,0.008217892,0,0,0,0,0,0,0,0,0.690772482,0,0,0,0
SM04,SM,205,7000,6808,0.475328364,0,0,0,0.51970181,0,0.004969826,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,210,7000,6818,0.758526603,0,0,0,0.241473397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,SM,215,7000,6829,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM05,SM,5,7500,7103,0,0.463414634,0,0,0,0,0.536585366,0,0,0,0,0,0,0,0,0,0,0,0,0
SM05,SM,10,7500,7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM05,SM,15,7500,7113,0,0.037878788,0,0,0.381818182,0,0,0,0,0,0,0,0,0,0,0,0,0.58030303,0,0
SM05,SM,20,7500,7118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM05,SM,25,7500,7123,0,0,0.230540293,0,0.411858974,0.108058608,0,0,0,0,0,0,0,0,0.249542125,0,0,0,0,0
SM05,SM,30,7500,7128,0,0.06054395,0,0.812928656,0.038076468,0.088450926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM05,SM,35,7500,7133,0,0.110004742,0,0,0.872925557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017069701,0
SM05,SM,40,7500,7138,0.004647091,0,0,0,0.069841056,0.925511853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM05,SM,45,7500,7143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM05,SM,50,7500,7148,0,0,0,0,0.072322942,0.927677058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,15,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,20,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,25,7500,7391,0,0,0,0,0.911843277,0,0.088156723,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,30,7500,7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,35,7500,7411,0,0,0,0,0.960515378,0,0.039484622,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,40,7500,7422,0,0,0,0,0.872643678,0,0.01816092,0.109195402,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,45,7500,7433,0,0,0,0,0.949502198,0,0.023410171,0.027087631,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,50,7500,7443,0,0.133910481,0,0,0.648093572,0,0.217995948,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,55,7500,7454,0,0,0,0,0.740362348,0,0.243563547,0,0,0,0,0,0,0,0.016074104,0,0,0,0,0
SM06,SM,60,7500,7465,0,0.004116118,0,0,0.985647747,0,0.010236135,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,65,7500,7476,0,0,0.03559417,0,0.960902466,0,0.003503363,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,70,7500,7487,0,0,0.976450512,0,0,0,0,0,0,0,0,0,0,0,0.023549488,0,0,0,0,0
SM06,SM,75,7500,7498,0,0,0,0,0.821386351,0,0.049650725,0,0,0,0,0.128962923,0,0,0,0,0,0,0,0
SM06,SM,80,8000,7510,0,0,0,0,0.988845144,0,0.011154856,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,85,8000,7522,0,0,0,0,0.871860323,0,0.064835614,0,0,0,0,0.017868082,0,0,0.045435981,0,0,0,0,0
SM06,SM,90,8000,7533,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,95,8000,7545,0,0,0,0,0.731579864,0,0.195436335,0,0,0,0,0.072983801,0,0,0,0,0,0,0,0
SM06,SM,100,8000,7556,0,0,0,0,0.817767654,0,0.182232346,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,105,8000,7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,110,8000,7579,0,0,0,0,0.960784314,0,0,0,0.03224761,0,0,0.006968076,0,0,0,0,0,0,0,0
SM06,SM,115,8000,7590,0,0,0,0,0.815221507,0,0,0,0,0,0,0.184778493,0,0,0,0,0,0,0,0
SM06,SM,120,8000,7601,0,0,0,0,0.655311633,0,0,0,0.115569013,0,0,0,0,0,0.229119354,0,0,0,0,0
SM06,SM,125,8000,7612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,130,8000,7623,0,0,0.279696714,0,0.447556866,0,0,0,0.057076664,0,0,0,0,0,0.215669756,0,0,0,0,0
SM06,SM,135,8000,7635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
