Code,Location,Site,Day,Month,Year,Depth,Acanthastrea,Acropora,Alveopora,Astreopora,Caulastraea,Cladopsammia,Coscinaraea,Ctenactis,Cycloseris,Cyphastrea,Diploastrea,Dipsastraea,Echinophyllia,Echinopora,Euphyllia,Favites,Fungia,Galaxea,Goniastrea,Goniopora,Heliofungia,Heliopora,Herpolitha,Hydnophora,Isopora,Leptastrea,Leptoria,Leptoseris,Lithophyllon,Lobactis,Lobophyllia,Madracis,Merulina,Micromussa,Millepora,Montipora,Mycedium,Oulastrea,Oulophyllia,Oxypora,Pachyseris,Pavona,Pectinia,Physogyra,Platygyra,Plerogyra,Plesiastrea,Pleuractis,Pocillopora,Podabacia,Polyphyllia,Porites,Psammocora,Pseudosiderastrea,Scapophyllia,Stylocoeniella,Trachyphyllia,Tubastraea,Turbinaria,Unknown,Total
HA-NE-D0-1992-2-18,Pulau Hantu,HA-NE,18,2,1992,0,0,0,0,0,0,0,0,0,0,15.2,0,6.2,10.4,0,0,2,0,6.8,3.4,4.2,0,0,0,15.2,0,0,0,0,0,0,0,0,18,0,0,5,0,0,0,0,10.8,0,43.2,0,5.2,0,0,0,0,0,0,7.6,0,0,9.8,0,5,0,0,0,168
HA-NE-D6-1992-2-18,Pulau Hantu,HA-NE,18,2,1992,6,0,0,0,0,0,0,0,0,0,1.666666667,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,0,0,0,0,0,3.333333333,0,0,0,0,0,0,0,0,19.66666667,16,0,0,0,0,0,0,0,61
HA-NE-D3-1986-4-18,Pulau Hantu,HA-NE,18,4,1986,3,0,0,0,16,0,0,0,0,0,0,0,2,8.8,29.6,1.4,33.6,8.8,0,35.2,0,5.2,0,3.6,0.4,0,0,0,0,12.8,0,1,0,62.6,0,0,36.6,0,0,0,21.4,28.4,116,14,70.2,12.2,0,0,0,0,2,0,31.4,0,0,0,0,0,0,0,0,553.2
HA-NE-D3-2016-4-19,Pulau Hantu,HA-NE,19,4,2016,3,0,0,0,23,22,0,0,0,0,1,0,18.6,29.4,0,0,14.6,0,122,10,19,1,0,2,0,0,11.8,0,0,1,0,3.6,0,164.2,0,0,7.4,9,0,0,12,70.2,3.6,107.4,0,36.6,4.4,0,0,0,30.6,0,53.4,0,0,0,0,0,0,0,0,777.8
HA-NE-D3-1992-1-28,Pulau Hantu,HA-NE,28,1,1992,3,0,0,0,0,0,0,0,0,0,0,31,7.5,8.75,25.25,0,2,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,21.75,0,0,0,0,0,0,0,10.25,0,20.25,0,0,2.25,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,137
HA-SE-D3-2017-3-3,Pulau Hantu,HA-SE,3,3,2017,3,0,0,0,33,0,0,0,0,0,12.4,0,44.8,1.4,0,25,9.6,0,2,12.4,10.4,0,0,11.2,0,0,0,0,0,13,0,0,0,19.8,0,0,5,5.2,0,3,0,1.6,1,71.4,0,22.2,0,0,0,0,45.6,1,12.8,0,0,0,0,0,0,29,0,392.8
HA-W-D3-1986-5-9,Pulau Hantu,HA-W,9,5,1986,3,0,0,0,0,0,0,0,4.4,0,3,2,21.2,9.6,56.6,25.6,11.8,33.6,16.8,11,0,2.2,0,2,10.8,0,0,0,0,0,0,53,0,115.4,0,0,28.4,16,0,0,14,28,175.8,91.2,41,40.4,0,0,0,0,18.2,5.6,87,0,0,0,0,0,0,0,0,924.6
HA-W-D10-1986-12-9,Pulau Hantu,HA-W,9,12,1986,10,0,0,0,0,0,0,0,1.2,0.8,0,0,0,0,0,3.8,0,41,0,8.6,0.2,1.6,0,4.4,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,35.6,0,3.8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,109.8
HA-W-D3-2018-8-10,Pulau Hantu,HA-W,10,8,2018,3,0,38.2,0,7,0,0,0,0,0,16.6,16,31,2.2,19.2,10.6,26.6,3,45.6,100.6,267,0,0,0,0,0,0,0,0,9.2,0,3.2,0,74.8,0,0,0,0,0,0,0,36.2,8,46.8,0,18,3.8,0,5.8,0,11,0,15.8,0,0,0,0,0,0,0,0,816.2
HA-W-D0-1992-1-14,Pulau Hantu,HA-W,14,1,1992,0,0,0,0,0,0,0,0,2.2,0,11.6,0,11,0,111.8,6,2.2,0,5,78.6,30.6,0,0,2.2,10.4,0,0,0,0,0,0,13.8,0,150,0,0,116,0,0,0,20.4,43,145,126.2,0,4.2,45,0,0,0,0,0,31.8,1.4,0,2.4,0,0,0,0,0,970.8
HA-W-D6-1992-1-14,Pulau Hantu,HA-W,14,1,1992,6,0,0,0,0,0,0,0,0,0,25.4,0,6.4,12.2,0,3.4,2.6,4.6,0,0,1.6,0,0,1.6,0,0,0,0,0,0,0,0,0,1,0,0,7.6,1.2,0,0,9,11,0,28,0,0,0,0,0,0,6.8,0,16.6,1.6,0,0,0,0,0,0,0,140.6
HA-W-D3-1992-1-15,Pulau Hantu,HA-W,15,1,1992,3,0,15.6,0,0,0,0,0,6.6,0,11.8,0,3.4,24,35.6,3.2,2.6,3.4,0,21.4,0,2.8,0,2.8,42,0,0,0,0,0,8,0,0,138,0,0,0,3,0,0,32.6,49,8,113.4,0,0,15,0,3.6,5.8,20.6,0,19.8,0,0,7,0,0,0,0,0,599
HA-W-D10-1992-1-15,Pulau Hantu,HA-W,15,1,1992,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,7,0,21.2,0,0,0,61.8,0,0,0,0,0,0,0,0,109.8
HA-W-D3-2016-2-16,Pulau Hantu,HA-W,16,2,2016,3,0,6,0,13.6,0,0,0,4,0,5,18,14,0,34,14,1,0,104,101.4,428,0,0,0,25,0,0,0,0,3.4,0,4,0,113.4,0,0,18,0,0,0,0,133.8,9,105.8,0,27.4,42,0,0,0,21,0,22,3,0,0,0,0,0,25,0,1295.8
HA-W-D2.6-2017-8-16,Pulau Hantu,HA-W,16,8,2017,2.6,0,35.2,0,9.6,0,0,0,0,0,9.8,0,3.4,0,26,0,0,0,85,21,551.8,0,0,0,0,0,0,0,0,3.8,0,0.8,0,68.6,0,0,4.2,3.4,0,0,0,20.8,2.4,44.6,0,5.8,3.2,0,0,0,14.6,0,8,2,0,0,0,0,0,0,0,924
HA-W-D3-2019-9-18,Pulau Hantu,HA-W,18,9,2019,3,0,44.2,0,11.8,0,0,0,0,0,10.8,22.6,7.8,11.4,53.2,20.6,14,0,115.6,56.8,272.6,0,0,0,13,0,0,0,0,8.4,0,4.8,0,134,0,0,0,0,0,0,0,36,21.4,62.6,0,21.6,32.8,0,0,0,14.6,0,19.8,0.6,0,0,0,0,0,10.2,0,1021.2
HA-W-D0-1988-3-22,Pulau Hantu,HA-W,22,3,1988,0,0,0,0,6,0,0,0,3,0,3.6,15,14.6,14.8,41,13.8,5.2,3.4,66,17.2,63,0,0,4,11.8,0,3,0,0,8.4,0,5.6,0,149.4,0,0,36.2,0,0,0,23.8,33.4,121.8,77.8,0,35.4,27,0,0,3.4,0,0,67.6,0,0,0,0,0,0,0,0,875.2
HA-W-D6-1988-3-22,Pulau Hantu,HA-W,22,3,1988,6,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,2.4,0,0,0,0,1.6,16.2,0,0,0,3.2,0,0,0,0,0,0,0,16.8,5,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,74.2
HA-W-D3-2020-6-25,Pulau Hantu,HA-W,25,6,2020,3,0,40,0,19,0,0,0,0,0,8.4,20,15.8,20.8,5.2,28.8,1.2,3.4,120.4,37.4,460,0,0,0,5,0,0,0,0,3,0,12,0,123.8,0,0,3.2,8.6,0.6,0,0,102.6,6,51.4,0,7.8,2,0,2.6,0,4.8,0,40.2,5.4,0,0,0,0,0,21.8,0,1181.2
HA-W-D3-2020-9-25,Pulau Hantu,HA-W,25,9,2020,3,12.4,0,0,34,0,0,0,0,0,21.4,1.8,11,2,103.2,1.4,14.4,0,10.8,47.4,206.2,0,0,3,0,0,0,0,0,0,0,12.2,0,110,0,0,0,0,0.6,0,0,109.2,9.6,53.6,0,11.2,0.8,0,0,0,7,0,27.6,6.6,0,0,0,0,0,0,0,817.4
JO-S-D3-2019-10-12,Pulau Jong,JO-S,12,10,2019,3,0,0,0,0,0,0,0,1.4,0,6.6,21.6,16.2,12.4,22,0,30,0,1,66.6,35,0,0,0,7.4,0,0,0,0,2,0,21,0,135.2,0,0,0,42,0,0,0,0,59.2,75.2,0,51.8,0,0,0,0,4.6,0,7.6,5,0,0,0,0,0,10,0,633.8
JO-S-D3-2016-5-16,Pulau Jong,JO-S,16,5,2016,3,0,0,0,25,0,0,0,0,0,2.2,31,36.4,50,52,3.4,35.4,0,0,60.6,12.6,0,0,3,0,0,0,0,0,1,0,7,0,23.2,0,0,60.2,35,0,2,39.6,56,42.8,117.6,0,12,0,0,0,0,0,0,2.8,2,0,0,1,0,0,34,0,747.8
JO-S-D3-2018-9-25,Pulau Jong,JO-S,25,9,2018,3,4.4,4.4,0,0,0,0,0,0,0,12.2,33.2,15.8,27.8,17.8,0,26,0,3.4,33.4,10.8,0,0,0,6,0,0,0,0,0,0,22.8,0,64.8,0,0,2,10.4,0,0,5,40.6,28,54,0,60.6,0,0,0,0,0,0,23.2,0,0,0,0,0,0,6.6,0,513.2
SE-NE-D3-1986-5-6,Pulau Semakau,SE-NE,6,5,1986,3,0,0,0,0,0,0,0,0,5.4,23.6,73,11.6,0,54.2,80.2,31.6,3,0,8,0,0,0,4.4,10,0,0,0,0,3,0,22.6,0,34.4,0,0,58,8,0,0,0,69.4,17.4,145.8,84.4,61.4,0,0,0,0,23.8,0,0,0,0,0,0,1,0,6.4,1.2,841.8
SE-NE-D6-1989-3-17,Pulau Semakau,SE-NE,17,3,1989,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,3,0,5.8,5,0,0,0,0,0,0,0,13,0,0,3,12.6,0,22.2,0,0,20.8,0,8,0,0,0,9,0,0,0,0,0,0,0,0,119.4
SE-NE-D0-1989-3-21,Pulau Semakau,SE-NE,21,3,1989,0,0,0,0,0,0,0,0,8.4,0,0,0,22.4,0,4.8,24.8,9.2,10,114,12.4,27,0,6,0,23.4,0,0,0,0,0,0,6,0,36.6,0,0,9.8,0,0,0,2,29.8,42.6,32,0,46.4,16,0,2,0,0,0,4.4,2.4,0,4.2,0,0,0,0,0,496.6
SE-NE-D3-1992-3-23,Pulau Semakau,SE-NE,23,3,1992,3,0,0,0,0,0,0,0,2,0,1.6,2,20.4,12.2,2.8,2.4,0,8.2,3.6,31.6,0,0,0,0,0.4,0,0,0,0,16,0,4.6,0,17.6,0,0,4.4,0,0,0,25.8,26.4,12,93.8,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,303
SE-NE-D0-1992-3-24,Pulau Semakau,SE-NE,24,3,1992,0,0,0,0,4.8,0,0,0,0,0,2.8,105.8,5,4,47.4,2.8,11.8,0,0,2.8,21.8,0,0,0,6.4,0,0,0,0,7.8,0,8.2,0,21.6,0,0,37,0,0,0,11.6,17,4.6,25.2,0,8.6,6.4,0,0,0,5.4,0,7.6,0,0,0,0,0,0,5.2,0,381.6
SE-NE-D10-1987-3-30,Pulau Semakau,SE-NE,30,3,1987,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,5,3.25,0,0,0,0,0,27.5,0,7.5,0,0,0,0,0,0,0,0,62
SE-NW-D3-2019-9-17,Pulau Semakau,SE-NW,17,9,2019,3,0,0,0,43.8,0,0,0,0,0,12.6,6.6,6,0,0,0,10.4,0,0,2.2,17.4,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,4,0,0,4.2,0,0,0,0,0,3.4,0,0.4,0,0,0,0,3.4,0,135.2
SE-NW-D3-2016-8-23,Pulau Semakau,SE-NW,23,8,2016,3,0,0,0,20,0,0,0,2,0,15,0,11.4,4.6,0,0,9.4,0,1.4,5,0,0,0,0,0,0,0,0,0,4,0,0,0,16.6,0,0,0,3.6,0,0,0,31,19.2,26.4,2,4,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,190.6
SE-NW-D2-2020-9-24,Pulau Semakau,SE-NW,24,9,2020,2,0,0,0,30,0.8,0,0,0,0,27.2,0,22.8,0,0,0,17.6,0,3,24.4,18,0,0,0,0,0,3,0,0,12.6,0,12.2,0,9.8,0,0,0,0,0,0,0,10.6,0,33,0,12,4,4.2,0,0,1,0,25.6,0,0,0,0,0,0,0,0,271.8
SE-SW-D3-1992-3-5,Pulau Semakau,SE-SW,5,3,1992,3,0,0,0,0,0,0,0,0,0,0,0,10.4,29.6,0,3.8,0,9.8,0,26.8,2.8,0,0,0,4.4,0,0,0,0,7.4,0,2.8,0,23.2,0,0,2.6,29.8,0,0,127.4,79.6,0,187.8,0,0,20.2,0,0,0,14,0,26.8,0,0,5,0,0,0,0,0,614.2
SE-SW-D6-1992-3-5,Pulau Semakau,SE-SW,5,3,1992,6,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,0,5.2,0,0,6.6,0,0,0,0,0,0,0,0,0,3.6,0,0,0,5,0,0,3,13,0,0,0,22.8,0,19.6,0,0,0,0,2.8,0,0,0,2.8,0,0,0,0,0,0,0,0,106.6
SE-SW-D2-2020-2-13,Pulau Semakau,SE-SW,13,2,2020,2,0,0,0,21.8,0,0,0,4,0,16.6,56,13.2,0,36.2,0,10.6,3.8,3.2,55,32,0,0,2.6,0,0,0,0,0,9.6,0,23.4,0,82.2,0,0,0,14.4,0,0,12,12.6,2.6,114.6,0,44.4,4.8,0,1.6,0,1.4,0,26,1.4,0,0,0,0,0,15.6,0,621.6
SE-SW-D3-1986-6-13,Pulau Semakau,SE-SW,13,6,1986,3,0,0,0,0,0,0,0,0,0,6.6,50,0,33,18.8,55,9,7.8,3,0,172,0,0,0,0,0,0,15.2,0,0,0,16,0,159,0,0,25,34,0,0,10,146.8,0,262.6,26.4,53.6,28.4,0,0,0,6,0,56.2,0,0,0,0,0,0,0,0,1194.4
SE-SW-D3-2016-8-22,Pulau Semakau,SE-SW,22,8,2016,3,0,0,0,6,0,0,0,2.8,0,11.4,0,14.8,29.4,0,0,12.2,0,5.6,40.8,23.8,0,0,12.2,0,0,0,0,0,15,0,8.6,0,38.2,0,0,3.8,17,0,0,0,53.4,16.8,96.6,0,7.2,0,0,0,0,16.8,0,4.8,0,0,0,0,0,0,0,0,437.2
SE-SW-D2.5-2019-1-23,Pulau Semakau,SE-SW,23,1,2019,2.5,0,0,0,26,5.8,0,0,2.4,0,4.2,135.8,17,0,33.6,2,24.2,4.6,0,53.6,31.4,0,0,2,0,0,0,0,0,2,0,23.2,0,27.6,0,0,0,5.4,0,0,6,16.6,6.8,56.6,0,66.2,0,0,0,0,12.6,0,22,0,0,0,0,0,0,49.8,0,637.4
SE-SW-D0-1992-3-23,Pulau Semakau,SE-SW,23,3,1992,0,0,0,0,0,0,0,0,3,0,0,32.4,4.2,40.4,6.8,37.6,23.2,10.2,18.2,9.2,34.4,0,0,3.8,37.8,0,0,0,0,5,0,46.8,0,162.8,0,0,31.4,0,0,2.4,23.8,149.2,0.4,276.8,0,38.4,12.4,0,0,0,15.8,0,163.2,0,0,0,0,2.6,0,0,0,1192.2
SE-SW-D0-1988-11-29,Pulau Semakau,SE-SW,29,11,1988,0,0,2.6,0,5.4,0,0,0,0,0,4,30,11.4,0,19.6,0,3,3,6,60.4,19.2,0,0,0,36.4,0,0,0,0,2,0,35.4,0,264,0,0,74.8,7,0,0,6.4,47,74,212.2,0,27.4,31.2,0,0,0,5,0,15,0,0,0,0,0,0,6,0,1008.4
SE-SW-D6-1989-11-29,Pulau Semakau,SE-SW,29,11,1989,6,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,3,0,0,0,0,4.6,0,0,0,0,4.2,0,0,0,0,0,0,3,33.6
SR-SE-D1-2020-3-26,Pulau Seringat,SR-SE,26,3,2020,1,0,0,0,0,0,0,0,0,0,0,0,2,0,22.75,0,6.5,0,0,4.75,0,0,0,0,51,0,4,3.75,0,2.25,0,0,0,5.5,0,0,0,0,1,0,0,0,4.5,0,0,22.5,0,0,0,2.75,31.5,0,81.5,2.5,0,0,0,0,0,23,0,271.75
PSD-NW-D3-2019-1-10,Pulau Subar Darat,PSD-NW,10,1,2019,3,3,7,0,0,0,0,0,7.6,0,3,89,9.4,25.4,104.4,0,42.4,4.2,4.2,21,36.6,0,0,0,17,0,4.4,0,0,14.4,0,35.8,0,28.8,0,0,2,7.4,0,0,24,62.8,0,54,0,59.8,11.8,1,0,4.6,38.4,0,44.6,5.8,0,0,0,0,0,42.2,0,816
PSD-NW-D3.5-2017-7-17,Pulau Subar Darat,PSD-NW,17,7,2017,3.5,2.6,5.6,0,0,0,0,3.2,6,0,4.6,28,73.8,7.2,36,0,54.2,0,9.6,15.6,35.6,0,0,0,3,0,2,0,0,7.8,0,24.2,0,11.4,0,0,2,29.2,0,10,0,69.4,2,60.6,0,40.2,0,0,0,0,22,0,38.6,7.6,0,0,0,0,0.4,49.4,0,661.8
PSD-NW-D3-2016-4-20,Pulau Subar Darat,PSD-NW,20,4,2016,3,5,0,0,0,0,0,0,5,0,3,53,27.8,53.4,100.2,0,56.4,0,22.2,38.4,32.4,0,0,2,7.2,0,8.4,0,0,46.6,0,55,0,64.6,0,0,6,10,0,0,25,125,12.8,55.2,0,80.6,0,0,0,3.6,33.2,0,71.6,3,0,0,0,0,0,35.4,0,1042
PSD-NW-D3-2020-1-30,Pulau Subar Darat,PSD-NW,30,1,2020,3,10.2,0,1.6,0,0,0,0,0,0,5.8,86,19.2,5.6,111.6,2,29.8,1.4,0,22,13.2,0,0,0,20.4,0,0,0,0,19.4,0,55,0,34.6,12.2,0,3,13,0,6,66.4,92.4,6.2,51.6,0,59.4,0,0,0,4,63,0,50.4,16.2,0,0,0,0,0,27.6,0,909.2
PSD-SW-D3-2016-10-11,Pulau Subar Darat,PSD-SW,11,10,2016,3,0,0,0,0,0,0,15.8,0,0,15.8,0,14.2,12.4,7.6,0.8,64,0,4.4,0.8,11.8,0,0,3.8,0,0,0,0,13.4,3.4,0,6.6,0,28.6,0,0,0,35.4,0,0,0,83,15.8,38.4,0,4.8,0,0,0,0,2,0,36.4,0,0,0,0,0,0,4,0,423.2
PSL-SE-D3-2019-11-8,Pulau Subar Laut,PSL-SE,8,11,2019,3,14.6,2,0,19.6,0,0,0,3.4,0,5.2,74,21.2,0,42.4,0,46.6,0,1.2,89.4,0,0,0,0,8,0,0,43,0,9,0,38.4,0,54,0,0,10.8,1.4,0,17.4,38,75,11,13.8,0,122.6,3.8,0,0,0,26.8,0,15.4,0,0,0,0,0,0,19.4,0,827.4
PSL-SE-D3-2015-12-8,Pulau Subar Laut,PSL-SE,8,12,2015,3,8,1,0,4,0,0,0,4.8,0,23.2,19,26.4,25.8,62,2,101.2,0,5,85,5,0,0,0,6.8,0,0,0,0,22.6,0,6,0,43,0,0,23,19,0,0,0,154.4,0,37.2,0,139.8,0,0,0,0,3,0,38.6,0,0,0,0,0,0,26.4,0,892.2
PSL-SE-D3-2018-10-22,Pulau Subar Laut,PSL-SE,22,10,2018,3,7.2,0,0,0,0,0,0,0,0,6.4,95.6,13.2,25.4,19,3.4,39,0,2.6,54.6,0,0,0,0,0,0,0,26.8,0,1.2,0,18.4,0,21,0,0,41.4,15.8,0,0,0,53.8,7.2,31.8,0,61.4,0,0,0,2.8,11.2,0,31.2,0,0,0,0,0,0,56.2,0,646.6
TKK-W-D3-2016-12-8,Pulau Tekukor,TKK-W,8,12,2016,3,0,0,0,0,0,0,0,0,0,0,66.8,7.8,15,9,5,7.2,0,2,0,18.6,0,0,0,0,0,0,0,0,0,0,3,0,3.8,0,0,0,22.8,0,0,0,2.4,0,45.6,0,3.2,0,0.8,0,0,4,0,31.2,0,0,0,0,0,0,11.4,0,259.6
TKK-W-D3-2019-1-11,Pulau Tekukor,TKK-W,11,1,2019,3,0,0,0,7.8,0,0,0,0,0,12.4,2.4,6.6,4.6,17,0,31.2,2.4,0,0,16.6,0,0,0,5,0,0,0,0,2.4,0,2.4,0,29.8,0,0,0,68,0,0,38.2,34.8,2,33,0,11,2,0,0,0,0,0,24,0,4.2,0,0,0,7,31.2,0,396
TKK-W-D3-2020-1-29,Pulau Tekukor,TKK-W,29,1,2020,3,0,0,0,6.4,0,0,0,0,0,0,86.4,6.2,0,29.6,0,36.8,0,0,7,6,0,0,0,6,0,0,0,5,0,0,8.6,0,24,0,0,8,27.2,0,0,0,11.2,0,12.8,0,15.8,0,7,0,0,5,0,11.6,0,0.6,0,0,0,0,17.2,0,338.4
RL-E-D10-1987-10-8,Raffles Lighthouse,RL-E,8,10,1987,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,53,91.5
RL-E-D6-1988-5-12,Raffles Lighthouse,RL-E,12,5,1988,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.2,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,21.6,0,0,0,3,6,4,1,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,29,55.8,148.2
RL-E-D3-1991-10-22,Raffles Lighthouse,RL-E,22,10,1991,3,0,0,0,0,0,0,0,0,0,0,11.6,5.2,4.6,40.6,3.6,6.4,0,34.4,2.4,0,0,25.6,0,95.8,0,0,0,0,0,0,5,0,34.6,0,0,213.8,0,0,0,0,89,3,68,0,16.6,0,0,0,0,19,0,37,7.2,0,21.8,0,0,0,0,5.8,751
RL-E-D10-1991-10-22,Raffles Lighthouse,RL-E,22,10,1991,10,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,2.4,0,22.6,37
RL-E-D0-1991-10-23,Raffles Lighthouse,RL-E,23,10,1991,0,4.8,113.8,3,0,0,0,0,2.6,0,2.6,0,0,0,0,0,30.6,6.4,122.4,37.4,9,0,160.8,1.6,51.4,0,0,0,0,0,0,17.4,0,56.4,0,33.8,646.2,9,0,0,0,4.8,28,32.2,0,33,0,0,0,34.2,0,0,58.4,3.6,0,3,0,0,0,0,4.6,1511
RL-E-D6-1991-10-23,Raffles Lighthouse,RL-E,23,10,1991,6,0,0,0,0,0,0,0,0,0,13.6,0,3.8,0,0,2.2,31.6,0,8,0,5.2,0.8,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,6,0,0,0,26.4,7.4,15.2,0,0,0,0,2.4,0,0,0,31.8,2,0,0,0,0,0,36,9.4,232.4
RL-E-D3-1987-9-25,Raffles Lighthouse,RL-E,25,9,1987,3,0,23,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,15,4,0,66,0,68,0,0,0,10,0,0,0,0,28,0,1,228,20,0,0,0,29,8,23,0,0,8,0,0,0,0,0,19,4,0,0,0,0,3,0,0,573
RL-E-D0-1988-5-26,Raffles Lighthouse,RL-E,26,5,1988,0,0,17,0,0,0,0,0,0,6,41,5,24,0,1,0,47,0,96,144,0,0,113,6,34,0,0,0,0,8,0,8,12,30,0,0,523.8,4,0,0,19,0,19,80,0,14,4,0,0,55,0,0,92,64,0,6,0,0,0,14,1,1487.8
RL-W-D3-2018-8-3,Raffles Lighthouse,RL-W,3,8,2018,3,2,8.6,0,4,0,0,10,18,0,6.2,52.6,5.2,0,56.6,3.2,42.4,5.2,13.4,112.2,23.8,0,0,4.8,25.4,0,4.2,0,0,14,0,22.4,0,71.8,0,0,210.2,7.8,0,21,31.2,143.4,59.6,54,0,45.4,8.4,0,0,14.8,13.2,0,37.2,3.6,0,0,0,0,0,5.8,0,1161.6
RL-W-D3-1991-11-13,Raffles Lighthouse,RL-W,13,11,1991,3,0,0,2.2,0,0,0,0,0,2,8.8,29.2,7.4,5.2,0,0,9.6,0,2.2,4.2,0,0,0,0,2,0,0,0,0,2,0,2.4,0,0,0,28.8,49,0,0,0,18.6,25.4,132.2,64,0,0,5.2,0,0,0,9.8,0,215.8,3,0,0,0,0,3.4,155.2,16,803.6
RL-W-D10-1991-11-13,Raffles Lighthouse,RL-W,13,11,1991,10,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.25,0,7.25,50.25
RL-W-D3-1988-12-13,Raffles Lighthouse,RL-W,13,12,1988,3,0,6,0,0,0,0,0,0,0,7.6,12,12,70.6,20.6,2,9,16,0,22,7,0,0,2.2,0,0,2,0,0,2,0,13.2,0,85.2,0,0,148.8,0,0,0,1,49.2,46.6,56.6,0,76,1,0,2.6,0,0,0,76.6,7,0,0,0,0,0,16.6,1,772.4
RL-W-D0-1991-11-14,Raffles Lighthouse,RL-W,14,11,1991,0,8.6,121.4,0,0,3.6,0,1.8,3,5.2,6.6,28,34.2,0,3.2,1.2,39.4,0,1.8,81.6,0,0,0,0,52.2,3.6,0,0,0,0,0,8,0,50,0,37.2,437.6,10.2,0,0,54.2,12,31,106.6,0,35,9,0,0,17.6,9.6,0,72.8,34,0,4.8,0,0,0,0,12.2,1337.2
RL-W-D6-1991-11-14,Raffles Lighthouse,RL-W,14,11,1991,6,0,0,0,0,0,0,3,0,0,10.4,12,0,2.6,0,1.8,0,2.8,0,5.8,0,0,0,1.4,0,0,0,0,5.2,1.4,0,1.4,0,0,0,0,9.6,0,0,0,0,1.2,33.2,3.2,0,0,2,0,3.6,0,0,0,19,0,0,0,0,0,2.2,0,5.2,127
RL-W-D3-2016-1-15,Raffles Lighthouse,RL-W,15,1,2016,3,0,8.4,0,0,0,0,0,5,0,4.6,24,15.2,38.8,55.4,8,49,11.4,15,104.8,8,0,0,0,4.4,0,0,0,0,29.8,0,10,0,191,0,0,177.2,15,0,5,14,299.2,35.6,139.6,0,93.6,0,0,0,5,7,0,29,14,0,0,0,0,0,12.8,0,1429.8
RL-W-D3-2019-9-19,Raffles Lighthouse,RL-W,19,9,2019,3,0,17.4,0,0,2,0,6.6,0,0,7,42.4,8.2,3.6,63.2,3.6,44.6,16.2,11.2,87,34.4,0,0,5,1,0,0,0,0,13,0,22,0,223.8,0,0,245.6,5.2,0,0,28.4,89.8,61.6,65.4,0,57,0,0,1,16.6,35.2,0,42,7.8,0,0,0,0,0,0,0,1267.8
RL-W-D10-1988-6-23,Raffles Lighthouse,RL-W,23,6,1988,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,8.333333333
