Core,Depth,2000,500,125,0
SM06,95,1.318944844,38.98595409,42.97704693,16.71805413
SM06,105,0.553326878,17.95545719,50.28358002,31.20763591
SM06,115,0.4,14.752,56.512,28.336
SM06,125,0.134848777,1.348487767,45.57888653,52.93777692
SM06,135,0,2.579218865,37.92679931,59.49398182
SM06,145,1.5625,11.04525862,33.40517241,53.98706897
SM06,155,0.095846645,5.846645367,19.24920128,74.80830671
SM06,165,0.48,10.44571429,26.44571429,62.62857143
SM06,175,0.021491511,8.940468515,20.3954438,70.64259617
SM06,185,0.024390244,11.63414634,28.14634146,60.19512195
SM06,195,0.485289657,13.31513497,32.54473764,53.65483773
SM06,205,0.12300123,15.86715867,42.31242312,41.69741697
SM06,215,0.354609929,15.72104019,38.53427896,45.39007092
SM06,225,5.844572897,22.25433526,31.05330764,40.8477842
SM06,235,0.047585058,12.18177492,19.55745896,68.21318106
SM06,245,0,2.722371968,5.592991914,91.68463612
SM06,255,0.13212533,2.774631937,7.436768592,89.65647414
SM06,265,0.025310048,0.65806125,1.59453303,97.72209567
SM06,275,0.084331253,0.691516276,2.563670096,96.66048237
SM06,284,0.450762829,0.797503467,1.664355062,97.08737864
KS01,5,0.749960109,13.59502154,85.11249402,0.542524334
KS01,15,0.016860563,29.57342775,69.81959197,0.59011971
KS01,25,0.254829429,17.09823263,69.9054665,12.74147143
KS01,35,0.271045918,11.36798469,74.48979592,13.87117347
KS02,5,1.645156715,28.93206637,68.96894058,0.453836335
KS02,15,0.496131853,38.12647158,60.50285906,0.874537504
KS02,25,0.334448161,39.36197582,59.19732441,1.106251608
KS02,35,0.541019083,37.39917372,60.12197521,1.937831989
KS02,45,0.224481711,18.46031956,76.05968573,5.255513007
KS02,54,0.716310998,25.96627369,65.04999254,8.267422773
KS03,5,0.353685778,65.67381515,33.16820737,0.811853127
KS03,15,1.823934487,63.76642379,32.55705472,1.852707054
KS03,25,1.509433962,57.74291147,37.0259688,3.731007983
KS03,35,1.017140704,62.00247693,29.39644943,7.590869279
KS03,45,1.72735761,49.31728758,31.86075163,17.0928587
KS03,55,0.474228407,65.06098577,22.44296432,12.02108373
KS03,65,0.606962895,58.98854443,26.54219766,13.85105474
KS03,75,0.933333333,52.814188,20.27664933,25.96555067
KS03,85,0.307525326,60.39240232,15.97741679,23.31125904
SL01,5,3.22791001,71.13635474,20.52631236,5.106260189
SL01,15,1.033057851,64.85555785,23.29678375,10.80168733
SL01,25,0.482218204,63.26313442,23.75230862,12.50020494
SL01,35,0.251414205,55.71736644,14.59295412,29.44641735
SL01,45,0.229007634,28.14735115,11.69041221,59.92718321
SL01,55,0.183486239,25.69277064,9.255522936,64.88256881
SL01,65,0.216567407,35.99030861,13.82486735,49.95815376
SL01,75,0,11.74745257,7.336449864,80.91528794
SL01,85,0.095328885,6.61900858,8.53171592,84.76482602
SL01,95,0.046418072,2.952706174,6.321497756,90.67838156
SL01,105,0,1.645052051,6.350001254,92.0049467
SL01,115,0.049419323,2.125313813,4.386209538,93.44023227
SL01,125,0.010809642,1.45785861,4.493828775,94.03072533
SL01,135,0.00877193,1.061403509,8.159773684,90.80894035
SL01,145,0.008814456,1.145879242,11.98800353,86.85826179
SL01,155,0.017625804,0.854851503,9.748400458,89.36829382
SL01,165,0.025924646,2.150418251,11.65628586,86.18419461
SL01,175,0.010873111,1.647847668,12.96873111,85.36224204
SL01,185,0.513073508,3.614176616,11.57735126,84.2526443
SL02,5,1.89281642,81.25427594,11.28848347,5.564424173
SL02,15,1.522465652,61.98786979,25.68387177,10.8057928
SL02,25,0.561465721,59.61879433,27.37884161,12.44089835
SL02,35,0.830992509,65.02808989,22.62406367,11.51685393
SL02,45,2.82156577,64.36614121,20.3868062,12.42548682
SL02,55,5.587148138,59.82371339,19.36309355,15.22604492
SL02,65,0.560652396,56.40502888,17.94937139,25.08494733
SL02,75,0.538986705,52.64103485,18.93639957,27.88357887
SL02,85,0.644936378,43.57678229,15.42618093,40.3521004
SL02,95,0.039721946,11.28103277,10.97318769,77.7060576
SL02,105,0.008870753,1.960436441,5.517608445,92.51308436
SL02,115,0,1.608756336,8.322926614,90.06831705
SL02,125,0.00831048,3.266018449,16.96999917,79.7556719
SL02,135,0.018628912,3.464977645,8.196721311,88.31967213
SL02,145,0.008158603,6.600310027,18.10394061,75.28759076
SL03,5,0.194060836,40.55871469,41.67343623,17.57378825
SL03,15,0.639008107,61.37339056,27.35336195,10.63423939
SL03,25,0.820945196,53.09518527,27.7124473,18.37142223
SL03,35,0.925925926,57.02020202,23.45117845,18.6026936
SL03,45,0.72582854,61.55847713,20.92577376,16.78992057
SL03,55,0.542846064,50.44590927,19.89143079,29.11981388
SL03,65,0.279295689,22.90224651,29.62962963,47.18882817
SL03,75,0.120059106,17.12227558,15.08127078,67.67639453
SL03,85,0.028735632,15.99616858,20.18199234,63.79310345
SL03,95,0.00890948,21.19565217,18.76336422,60.03207413
SL03,105,0,24.89212513,18.83764833,56.27022654
SL03,115,0,4.706488157,12.82183316,82.47167868
SL03,125,0.00881912,14.15468736,12.28503395,73.55145956
SL03,135,0,15.32653061,26.29251701,58.38095238
SL03,145,0,1.323765928,15.45630748,83.21992659
SL03,155,0,0.855154518,6.829440906,92.31540458
