Core,DepthConsolidated,Location,Unknown,Goniopora,Dipsastraea,Montipora,Porites,Echinopora,Euphyllia,Acropora,Heliopora,Fungia,Merulina,Diploastrea,Tubastraea,Astreopora,Platygyra,Echinophyllia,Hydnophora,Pachyseris,Turbinaria,Pavona,Pectinia,Oxypora,Goniastrea,Cyphastrea,Podabacia,Favites,Pseudosiderastrea,Psammocora
SM03,20,West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,25,West,0.115469788,0,0,0,0.884530212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,30,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,35,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,40,West,0.56744186,0,0,0,0.43255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,70,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,75,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,80,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,85,West,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,90,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,95,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,100,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,105,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,110,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,115,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,120,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,125,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,130,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,135,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,140,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,145,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,150,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,155,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,160,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,165,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,175,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,180,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,185,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,190,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,195,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,200,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,205,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,210,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,215,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM03,220,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,25,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,35,West,0,0.065170479,0,0,0.891670263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043159258,0,0,0,0,0
SM04,40,West,0,0,0,0.066906845,0.933093155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,45,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,50,West,0.160946746,0,0,0,0.839053254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,55,West,0,0,0.027127319,0,0.972872681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,60,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,65,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,70,West,0,0,0,0,0.975897921,0,0,0,0,0,0.024102079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,75,West,0,0,0,0.021417445,0.978582555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,80,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,85,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,90,West,0.168779186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831220814,0,0,0,0
SM04,95,West,0,0,0,0,0.349264706,0,0,0,0,0,0.650735294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,100,West,0,0,0,0,0.330843116,0,0,0,0,0,0.669156884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,105,West,0,0,0,0,0.801059135,0,0,0,0,0,0.198940865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,110,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,115,West,0,0,0,0,0.132151151,0,0,0,0,0,0.867848849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,120,West,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,125,West,0,0,0,0.442487419,0,0,0.557512581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,130,West,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,135,West,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,140,West,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,145,West,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,150,West,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,155,West,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,165,West,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,170,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,175,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,180,West,0.242165242,0,0,0,0.757834758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,185,West,0,0,0,0,0.699609616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300390384,0,0,0,0,0,0,0
SM04,190,West,0,0.031921424,0,0,0.103744629,0,0,0.292203806,0,0,0,0,0,0,0,0,0,0,0,0.55985267,0.012277471,0,0,0,0,0,0,0
SM04,195,West,0,0,0,0,0.030325174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969674826,0,0,0,0,0,0,0,0
SM04,200,West,0.008217892,0,0,0,0.301009627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690772482,0,0,0,0,0,0,0,0
SM04,205,West,0.004969826,0,0,0,0.51970181,0,0,0.475328364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,210,West,0,0,0,0,0.241473397,0,0,0.758526603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM04,215,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM05,5,West,0.536585366,0,0,0.463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM05,15,West,0,0,0,0.037878788,0.381818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58030303,0,0,0
SM05,25,West,0,0,0,0,0.411858974,0,0.230540293,0,0,0,0,0,0,0,0.108058608,0,0,0,0.249542125,0,0,0,0,0,0,0,0,0
SM05,30,West,0,0.812928656,0,0.06054395,0.038076468,0,0,0,0,0,0.010642491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077808435,0,0
SM05,35,West,0,0,0,0.110004742,0.872925557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017069701,0
SM05,40,West,0,0,0,0,0.069841056,0,0,0.004647091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925511853,0,0,0,0,0
SM05,50,West,0,0,0,0,0.072322942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927677058,0,0,0,0,0
SM06,25,West,0.088156723,0,0,0,0.911843277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,35,West,0.039484622,0,0,0,0.960515378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,40,West,0.01816092,0,0,0,0.872643678,0,0,0,0.109195402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,45,West,0.023410171,0,0,0,0.949502198,0,0,0,0.027087631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,50,West,0.217995948,0,0,0.133910481,0.648093572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,55,West,0.243563547,0,0,0,0.740362348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016074104,0,0,0,0,0,0,0,0,0
SM06,60,West,0.010236135,0,0,0.004116118,0.985647747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,65,West,0.003503363,0,0,0,0.960902466,0,0.03559417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,70,West,0,0,0,0,0,0,0.976450512,0,0,0,0,0,0,0,0,0,0,0,0.023549488,0,0,0,0,0,0,0,0,0
SM06,75,West,0.049650725,0,0,0,0.821386351,0,0,0,0,0,0,0,0,0.128962923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,80,West,0.011154856,0,0,0,0.988845144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,85,West,0.064835614,0,0,0,0.871860323,0,0,0,0,0,0,0,0,0.017868082,0,0,0,0,0.045435981,0,0,0,0,0,0,0,0,0
SM06,90,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,95,West,0.195436335,0,0,0,0.731579864,0,0,0,0,0,0,0,0,0.072983801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,100,West,0.182232346,0,0,0,0.817767654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,110,West,0,0,0,0,0.960784314,0,0,0,0,0.03224761,0,0,0,0.006968076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,115,West,0,0,0,0,0.815221507,0,0,0,0,0,0,0,0,0.184778493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,120,West,0,0,0,0,0.655311633,0,0,0,0,0.115569013,0,0,0,0,0,0,0,0,0.229119354,0,0,0,0,0,0,0,0,0
SM06,125,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,130,West,0,0,0,0,0.447556866,0,0.279696714,0,0,0.057076664,0,0,0,0,0,0,0,0,0.215669756,0,0,0,0,0,0,0,0,0
SM06,140,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,145,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,150,West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,155,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,160,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,165,West,0,0.962439385,0,0,0,0,0,0,0,0.037560615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,170,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,175,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,180,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,185,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,190,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,195,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,200,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,205,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,210,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,215,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,220,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,225,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,230,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,235,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,240,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,245,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,250,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,255,West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,260,West,0.022138837,0.927704816,0,0,0,0,0,0,0,0,0,0,0,0.050156348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS01,20,East,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS01,25,East,0.130197682,0,0,0,0,0,0,0,0.745057941,0.124744376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS01,40,East,0.012472304,0,0,0,0,0,0,0,0.016653563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970874133,0,0,0,0,0
KS01,30,East,0,0.161255702,0,0,0.671317413,0,0,0,0.071907701,0,0.007781057,0,0.007915213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079822914,0
KS01,35,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771322412,0,0,0,0.228677588,0
KS01,45,East,0.019169505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980830495,0,0,0,0,0
KS02,40,East,0.036973639,0,0,0,0.963026361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS02,50,East,0.14944295,0,0,0,0.85055705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS02,45,East,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS03,35,East,0,0.559432933,0,0,0.440567067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS03,40,East,0.263511353,0.336424688,0,0,0.141349536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189958427,0,0,0,0,0,0,0,0.068755996
KS03,45,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KS03,50,East,0,0,0,0,0.103073286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896926714,0,0,0,0,0,0,0,0
KS03,55,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KS03,60,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KS03,65,East,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS03,70,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KS03,75,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KS03,80,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356321839,0,0,0,0,0.643678161,0,0,0,0,0,0,0,0
KS03,85,East,0,0,0.495070724,0,0,0,0,0,0,0,0,0,0,0,0.375910844,0,0,0,0,0.129018431,0,0,0,0,0,0,0,0
KS03,90,East,0.538601602,0,0.461398398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS03,30,East,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,5,East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SL01,10,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,15,East,0.156738281,0,0,0,0,0,0.843261719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,20,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,25,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,30,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,35,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,40,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,45,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,50,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,55,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,60,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,65,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,70,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,75,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,80,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL01,95,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,10,East,0.152681231,0.790714995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056603774,0,0,0,0,0,0,0,0,0,0
SL02,15,East,0.399122807,0.600877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,20,East,0,0.910839511,0,0,0.089160489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,25,East,0.033566285,0.966433715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,30,East,0.049368968,0.950631032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,35,East,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,40,East,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,45,East,0,0.763400764,0,0,0.145520649,0,0.091078587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,50,East,0.056038048,0,0,0,0,0,0.943961952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,55,East,0,0.021482065,0,0,0,0,0.913184864,0,0.065333071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,60,East,0.118747281,0,0,0,0,0,0.881252719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,65,East,0,0,0,0,0,0,0.801598496,0,0.198401504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,70,East,0,0,0,0,0,0,0.135021097,0,0.864978903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,95,East,0,0,0,0.901167758,0,0,0,0,0,0,0,0,0,0,0,0.098832242,0,0,0,0,0,0,0,0,0,0,0,0
SL02,100,East,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,105,East,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,110,East,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,115,East,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,120,East,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,125,East,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,130,East,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,135,East,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL02,140,East,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,15,East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,20,East,0,0,0,0,0.181938911,0,0.818061089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,25,East,0.240782543,0,0,0,0,0,0.759217457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,30,East,0.242805372,0,0,0,0,0,0.211681944,0,0,0,0,0,0,0,0,0.545512684,0,0,0,0,0,0,0,0,0,0,0,0
SL03,35,East,0.185936015,0,0,0,0,0,0.814063985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,40,East,0.448628429,0,0,0,0,0,0.551371571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,45,East,0.106707317,0,0,0,0,0,0.893292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,50,East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,55,East,0,0.791537174,0,0,0,0,0.208462826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,65,East,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,70,East,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL03,60,East,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
