depth	min	max	median	mean
41.5	7160	7412	7286	7286
42	7164	7415	7289	7288
42.5	7168	7416	7292	7291
43	7171	7419	7295	7294
43.5	7173	7421	7297	7297
44	7176	7424	7300	7300
44.5	7178	7426	7303	7302
45	7181	7429	7306	7305
45.5	7183	7431	7309	7308
46	7185	7434	7311	7311
46.5	7190	7436	7314	7313
47	7193	7438	7317	7316
47.5	7197	7439	7320	7319
48	7200	7442	7323	7322
48.5	7204	7444	7325	7325
49	7206	7447	7328	7328
49.5	7209	7450	7331	7330
50	7211	7453	7334	7333
50.5	7213	7456	7337	7336
51	7216	7459	7339	7339
51.5	7220	7460	7342	7342
52	7224	7463	7345	7344
52.5	7227	7466	7348	7347
53	7232	7468	7350	7350
53.5	7234	7470	7353	7353
54	7237	7473	7356	7356
54.5	7240	7475	7359	7358
55	7242	7477	7362	7361
55.5	7244	7480	7364	7364
56	7247	7483	7367	7367
56.5	7251	7485	7370	7369
57	7254	7487	7372	7372
57.5	7257	7490	7374	7374
58	7259	7493	7377	7377
58.5	7261	7495	7380	7380
59	7263	7498	7382	7382
59.5	7265	7501	7384	7385
60	7268	7504	7387	7387
60.5	7269	7508	7390	7390
61	7271	7511	7392	7392
61.5	7275	7513	7395	7395
62	7278	7515	7397	7398
62.5	7280	7518	7400	7400
63	7282	7521	7403	7403
63.5	7285	7523	7406	7405
64	7287	7527	7408	7408
64.5	7289	7530	7411	7411
65	7292	7533	7413	7413
65.5	7293	7536	7416	7416
66	7297	7540	7418	7418
66.5	7299	7541	7421	7421
67	7302	7544	7424	7423
67.5	7304	7547	7426	7426
68	7307	7549	7429	7429
68.5	7310	7552	7431	7431
69	7312	7554	7434	7434
69.5	7314	7557	7436	7436
70	7317	7560	7439	7439
70.5	7318	7564	7441	7441
71	7320	7568	7444	7444
71.5	7323	7569	7446	7447
72	7325	7571	7449	7449
72.5	7328	7573	7451	7452
73	7331	7576	7454	7455
73.5	7334	7579	7457	7457
74	7336	7582	7459	7460
74.5	7339	7584	7462	7462
75	7342	7588	7465	7465
75.5	7344	7591	7467	7468
76	7346	7593	7470	7470
76.5	7349	7596	7472	7473
77	7351	7598	7475	7476
77.5	7354	7601	7477	7478
78	7356	7603	7480	7481
78.5	7359	7605	7482	7483
79	7361	7608	7485	7486
79.5	7364	7611	7488	7489
80	7366	7614	7490	7491
80.5	7369	7618	7493	7494
81	7372	7621	7496	7497
81.5	7375	7623	7499	7499
82	7377	7625	7501	7502
82.5	7380	7628	7504	7504
83	7382	7630	7506	7507
83.5	7385	7633	7509	7509
84	7388	7636	7512	7512
84.5	7390	7638	7514	7515
85	7393	7641	7517	7517
85.5	7395	7644	7519	7520
86	7397	7647	7522	7522
86.5	7401	7649	7525	7525
87	7403	7651	7527	7528
87.5	7407	7653	7530	7530
88	7409	7656	7533	7533
88.5	7412	7658	7535	7536
89	7414	7661	7538	7538
89.5	7417	7664	7540	7541
90	7420	7667	7543	7544
90.5	7422	7670	7546	7546
91	7424	7674	7548	7549
91.5	7427	7676	7551	7552
92	7430	7678	7554	7554
92.5	7434	7681	7556	7557
93	7437	7683	7559	7560
93.5	7440	7686	7562	7562
94	7443	7688	7564	7565
94.5	7445	7692	7567	7567
95	7447	7695	7569	7570
95.5	7449	7697	7572	7573
96	7452	7700	7574	7575
96.5	7455	7702	7577	7578
97	7458	7704	7580	7580
97.5	7461	7706	7582	7583
98	7463	7709	7585	7586
98.5	7466	7711	7588	7588
99	7468	7712	7590	7591
99.5	7471	7715	7593	7594
100	7473	7719	7596	7596
100.5	7475	7722	7598	7599
101	7478	7726	7601	7602
101.5	7481	7728	7603	7604
102	7483	7731	7606	7607
102.5	7486	7733	7608	7609
103	7488	7735	7611	7612
103.5	7492	7738	7613	7614
104	7494	7740	7616	7617
104.5	7497	7743	7618	7619
105	7499	7745	7621	7622
105.5	7501	7748	7623	7624
106	7503	7752	7626	7627
106.5	7505	7754	7628	7629
107	7508	7757	7631	7632
107.5	7511	7759	7633	7634
108	7514	7762	7635	7637
108.5	7517	7766	7638	7639
109	7519	7769	7640	7641
109.5	7521	7771	7643	7644
110	7523	7774	7645	7646
110.5	7525	7777	7647	7649
111	7527	7780	7650	7651
111.5	7529	7782	7652	7654
112	7531	7784	7655	7656
112.5	7533	7787	7657	7658
113	7536	7789	7659	7661
113.5	7537	7792	7662	7663
114	7539	7794	7664	7665
114.5	7541	7797	7666	7668
115	7543	7801	7669	7670
115.5	7545	7803	7671	7672
116	7547	7807	7673	7675
116.5	7549	7809	7676	7677
117	7552	7811	7678	7680
117.5	7554	7814	7680	7682
118	7556	7817	7683	7684
118.5	7558	7820	7685	7687
119	7560	7823	7688	7689
119.5	7563	7826	7690	7692
120	7565	7829	7693	7694
120.5	7568	7833	7695	7696
121	7570	7835	7698	7699
121.5	7572	7838	7700	7701
122	7574	7840	7703	7704
122.5	7577	7843	7705	7706
123	7580	7846	7707	7708
123.5	7581	7848	7710	7711
124	7583	7850	7712	7713
124.5	7585	7853	7715	7716
125	7586	7857	7717	7718
125.5	7588	7860	7719	7720
126	7589	7863	7722	7723
126.5	7593	7866	7724	7725
127	7596	7868	7726	7728
127.5	7598	7870	7729	7730
128	7600	7873	7731	7733
128.5	7603	7876	7734	7735
129	7604	7879	7736	7737
129.5	7607	7882	7738	7740
130	7608	7885	7741	7742
130.5	7611	7888	7743	7745
131	7612	7892	7745	7747
131.5	7614	7894	7748	7750
132	7617	7898	7750	7752
132.5	7619	7901	7752	7755
133	7622	7904	7755	7757
133.5	7625	7906	7758	7760
134	7628	7910	7761	7762
134.5	7630	7914	7763	7765
135	7632	7918	7765	7767
135.5	7633	7923	7768	7770
136	7635	7925	7770	7772
